instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/ch150_07.gt,149,100.0,86400.0,PTVRP_LAYERED,27804.0,43,0.000088700,0.006634
Instances/Instances 1/ch150_08.gt,149,100.0,86400.0,PTVRP_LAYERED,28592.0,37,0.000089400,0.005145
Instances/Instances 1/ch150_09.gt,149,100.0,86400.0,PTVRP_LAYERED,27636.0,40,0.000090500,0.006255
Instances/Instances 1/ch150_10.gt,149,100.0,86400.0,PTVRP_LAYERED,27526.0,39,0.000090300,0.006055
Instances/Instances 1/ch71009_01.gt,71008,100.0,86400.0,PTVRP_LAYERED,314697654.0,10228,0.021804698,0.083478
Instances/Instances 1/ch71009_02.gt,71008,100.0,86400.0,PTVRP_LAYERED,315588574.0,10256,0.022001698,0.079347
Instances/Instances 1/ch71009_03.gt,71008,100.0,86400.0,PTVRP_LAYERED,314780250.0,10214,0.021646198,0.077245
Instances/Instances 1/ch71009_04.gt,71008,100.0,86400.0,PTVRP_LAYERED,315639950.0,10125,0.021466299,0.086628
Instances/Instances 1/ch71009_05.gt,71008,100.0,86400.0,PTVRP_LAYERED,314888615.0,10301,0.021886398,0.084778
Instances/Instances 1/ch71009_06.gt,71008,100.0,86400.0,PTVRP_LAYERED,315300472.0,10275,0.021926999,0.072039
Instances/Instances 1/ch71009_07.gt,71008,100.0,86400.0,PTVRP_LAYERED,314970528.0,10304,0.021678098,0.085876
Instances/Instances 1/ch71009_08.gt,71008,100.0,86400.0,PTVRP_LAYERED,315323807.0,10275,0.021928498,0.077823
Instances/Instances 1/ch71009_09.gt,71008,100.0,86400.0,PTVRP_LAYERED,315388172.0,10266,0.021864599,0.089476
Instances/Instances 1/ch71009_10.gt,71008,100.0,86400.0,PTVRP_LAYERED,314275319.0,10190,0.021818799,0.078717
Instances/Instances 1/d1291_01.gt,1290,100.0,86400.0,PTVRP_LAYERED,768417.0,261,0.000939000,0.008658
Instances/Instances 1/d1291_02.gt,1290,100.0,86400.0,PTVRP_LAYERED,700857.0,247,0.000982000,0.008755
Instances/Instances 1/d1291_03.gt,1290,100.0,86400.0,PTVRP_LAYERED,734697.0,249,0.000944000,0.00891
Instances/Instances 1/d1291_04.gt,1290,100.0,86400.0,PTVRP_LAYERED,719650.0,257,0.000954900,0.00856
