instance,n,Q,horizon,solver,cost,templates,solve_seconds,solve_seconds_min,solve_seconds_spread,repeats,wall_seconds
Instances/Instances 1/ch130_02.gt,129,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,14025.0,20,0.000047800,0.000047800,0.0000,1,0.005686
Instances/Instances 1/ch130_03.gt,129,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,9031.0,8,0.000024600,0.000024600,0.0000,1,0.006504
Instances/Instances 1/ch130_04.gt,129,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7424.0,5,0.000015400,0.000015400,0.0000,1,0.006604
Instances/Instances 1/ch130_05.gt,129,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6533.0,2,0.000009200,0.000009200,0.0000,1,0.006544
Instances/Instances 1/ch130_06.gt,129,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6291.0,1,0.000006400,0.000006400,0.0000,1,0.006082
Instances/Instances 1/ch130_07.gt,129,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6291.0,1,0.000006600,0.000006600,0.0000,1,0.007351
Instances/Instances 1/ch130_08.gt,129,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6291.0,1,0.000006500,0.000006500,0.0000,1,0.007644
Instances/Instances 1/ch130_09.gt,129,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6291.0,1,0.000006500,0.000006500,0.0000,1,0.006412
Instances/Instances 1/ch130_10.gt,129,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6291.0,1,0.000006600,0.000006600,0.0000,1,0.006365
Instances/Instances 1/ch150_01.gt,149,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,28985.0,44,0.000101400,0.000101400,0.0000,1,0.005239
Instances/Instances 1/ch150_02.gt,149,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,15615.0,21,0.000057400,0.000057400,0.0000,1,0.006847
Instances/Instances 1/ch150_03.gt,149,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,9611.0,9,0.000029200,0.000029200,0.0000,1,0.006121
Instances/Instances 1/ch150_04.gt,149,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,8060.0,5,0.000017800,0.000017800,0.0000,1,0.005555
Instances/Instances 1/ch150_05.gt,149,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7467.0,3,0.000011700,0.000011700,0.0000,1,0.006195
Instances/Instances 1/ch150_06.gt,149,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7281.0,1,0.000007000,0.000007000,0.0000,1,0.005621
Instances/Instances 1/ch150_07.gt,149,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7281.0,1,0.000007000,0.000007000,0.0000,1,0.006131
Instances/Instances 1/ch150_08.gt,149,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7281.0,1,0.000006900,0.000006900,0.0000,1,0.005297
Instances/Instances 1/ch150_09.gt,149,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7281.0,1,0.000007000,0.000007000,0.0000,1,0.005913
Instances/Instances 1/ch150_10.gt,149,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7281.0,1,0.000007100,0.000007100,0.0000,1,0.007166
Instances/Instances 1/ch71009_01.gt,71008,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,314697654.0,10228,0.038774401,0.038774401,0.0000,1,0.104796
Instances/Instances 1/ch71009_02.gt,71008,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,157714607.0,6667,0.034750001,0.034750001,0.0000,1,0.097235
Instances/Instances 1/ch71009_03.gt,71008,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,64684308.0,3536,0.029915600,0.029915600,0.0000,1,0.139163
Instances/Instances 1/ch71009_04.gt,71008,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,34256373.0,1837,0.025017800,0.025017800,0.0000,1,0.093567
Instances/Instances 1/ch71009_05.gt,71008,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,19367843.0,923,0.018426901,0.018426901,0.0000,1,0.074083
Instances/Instances 1/ch71009_06.gt,71008,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,10872483.0,375,0.013607700,0.013607700,0.0000,1,0.0666
Instances/Instances 1/ch71009_07.gt,71008,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,8261810.0,204,0.010846200,0.010846200,0.0000,1,0.066482
Instances/Instances 1/ch71009_08.gt,71008,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7108473.0,120,0.008710500,0.008710500,0.0000,1,0.065437
Instances/Instances 1/ch71009_09.gt,71008,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6671779.0,84,0.008029500,0.008029500,0.0000,1,0.061156
Instances/Instances 1/ch71009_10.gt,71008,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6650715.0,82,0.007834900,0.007834900,0.0000,1,0.063371
Instances/Instances 1/d1291_01.gt,1290,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,768417.0,261,0.001245700,0.001245700,0.0000,1,0.009562
