instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/d198_07.gt,197,100.0,86400.0,PTVRP_LINEAR,234165.0,4,0.000007000,0.007352
Instances/Instances 1/d198_08.gt,197,100.0,86400.0,PTVRP_LINEAR,213280.0,5,0.000006500,0.00896
Instances/Instances 1/d198_09.gt,197,100.0,86400.0,PTVRP_LINEAR,239134.0,4,0.000007500,0.008239
Instances/Instances 1/d198_10.gt,197,100.0,86400.0,PTVRP_LINEAR,220579.0,5,0.000006700,0.008401
Instances/Instances 1/d2103_01.gt,2102,100.0,86400.0,PTVRP_LINEAR,2259986.0,41,0.000078800,0.009315
Instances/Instances 1/d2103_02.gt,2102,100.0,86400.0,PTVRP_LINEAR,2298431.0,39,0.000071500,0.007977
Instances/Instances 1/d2103_03.gt,2102,100.0,86400.0,PTVRP_LINEAR,2342060.0,38,0.000078700,0.007802
Instances/Instances 1/d2103_04.gt,2102,100.0,86400.0,PTVRP_LINEAR,2369075.0,37,0.000074800,0.009655
Instances/Instances 1/d2103_05.gt,2102,100.0,86400.0,PTVRP_LINEAR,2335373.0,39,0.000072600,0.010088
Instances/Instances 1/d2103_06.gt,2102,100.0,86400.0,PTVRP_LINEAR,2323735.0,38,0.000071500,0.009528
Instances/Instances 1/d2103_07.gt,2102,100.0,86400.0,PTVRP_LINEAR,2344323.0,38,0.000076200,0.009772
Instances/Instances 1/d2103_08.gt,2102,100.0,86400.0,PTVRP_LINEAR,2369433.0,38,0.000080000,0.00885
Instances/Instances 1/d2103_09.gt,2102,100.0,86400.0,PTVRP_LINEAR,2351975.0,36,0.000072200,0.009604
Instances/Instances 1/d2103_10.gt,2102,100.0,86400.0,PTVRP_LINEAR,2369781.0,37,0.000077400,0.011216
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,PTVRP_LINEAR,585251.0,11,0.000016200,0.0067
Instances/Instances 1/d493_02.gt,492,100.0,86400.0,PTVRP_LINEAR,509337.0,12,0.000016800,0.008218
Instances/Instances 1/d493_03.gt,492,100.0,86400.0,PTVRP_LINEAR,615089.0,10,0.000016800,0.006729
Instances/Instances 1/d493_04.gt,492,100.0,86400.0,PTVRP_LINEAR,582220.0,10,0.000017100,0.009289
Instances/Instances 1/d493_05.gt,492,100.0,86400.0,PTVRP_LINEAR,582059.0,11,0.000016800,0.007496
Instances/Instances 1/d493_06.gt,492,100.0,86400.0,PTVRP_LINEAR,583057.0,11,0.000015800,0.007393
Instances/Instances 1/d493_07.gt,492,100.0,86400.0,PTVRP_LINEAR,558323.0,12,0.000016100,0.006289
Instances/Instances 1/d493_08.gt,492,100.0,86400.0,PTVRP_LINEAR,578036.0,10,0.000017100,0.007572
Instances/Instances 1/d493_09.gt,492,100.0,86400.0,PTVRP_LINEAR,544215.0,12,0.000016500,0.006633
Instances/Instances 1/d493_10.gt,492,100.0,86400.0,PTVRP_LINEAR,566845.0,11,0.000017500,0.007974
Instances/Instances 1/d657_01.gt,656,100.0,86400.0,PTVRP_LINEAR,838676.0,15,0.000021400,0.00737
Instances/Instances 1/d657_02.gt,656,100.0,86400.0,PTVRP_LINEAR,892845.0,14,0.000023700,0.008545
Instances/Instances 1/d657_03.gt,656,100.0,86400.0,PTVRP_LINEAR,856120.0,16,0.000021700,0.007847
Instances/Instances 1/d657_04.gt,656,100.0,86400.0,PTVRP_LINEAR,886258.0,15,0.000022000,0.00828
Instances/Instances 1/d657_05.gt,656,100.0,86400.0,PTVRP_LINEAR,880916.0,16,0.000022100,0.008312
Instances/Instances 1/d657_06.gt,656,100.0,86400.0,PTVRP_LINEAR,851172.0,15,0.000021800,0.010125
Instances/Instances 1/d657_07.gt,656,100.0,86400.0,PTVRP_LINEAR,812782.0,17,0.000021300,0.008194
Instances/Instances 1/d657_08.gt,656,100.0,86400.0,PTVRP_LINEAR,929783.0,15,0.000022000,0.008058
Instances/Instances 1/d657_09.gt,656,100.0,86400.0,PTVRP_LINEAR,894180.0,15,0.000021700,0.007246
Instances/Instances 1/d657_10.gt,656,100.0,86400.0,PTVRP_LINEAR,877041.0,15,0.000022600,0.009918
Instances/Instances 1/dj38_01.gt,37,100.0,86400.0,PTVRP_LINEAR,71972.0,2,0.000001700,0.008082
Instances/Instances 1/dj38_02.gt,37,100.0,86400.0,PTVRP_LINEAR,71972.0,2,0.000001700,0.008483
Instances/Instances 1/dj38_03.gt,37,100.0,86400.0,PTVRP_LINEAR,71972.0,2,0.000002700,0.007711
Instances/Instances 1/dj38_04.gt,37,100.0,86400.0,PTVRP_LINEAR,72432.0,1,0.000001400,0.006751
Instances/Instances 1/dj38_05.gt,37,100.0,86400.0,PTVRP_LINEAR,80480.0,1,0.000001800,0.007735
Instances/Instances 1/dj38_06.gt,37,100.0,86400.0,PTVRP_LINEAR,72432.0,1,0.000001800,0.008537
Instances/Instances 1/dj38_07.gt,37,100.0,86400.0,PTVRP_LINEAR,71972.0,2,0.000001500,0.007657
Instances/Instances 1/dj38_08.gt,37,100.0,86400.0,PTVRP_LINEAR,80480.0,1,0.000001600,0.008515
Instances/Instances 1/dj38_09.gt,37,100.0,86400.0,PTVRP_LINEAR,72432.0,1,0.000001500,0.007441
Instances/Instances 1/dj38_10.gt,37,100.0,86400.0,PTVRP_LINEAR,80480.0,1,0.000001400,0.007875
