instance,n,Q,horizon,solver,cost,templates,solve_seconds,solve_seconds_min,solve_seconds_spread,repeats,wall_seconds
Instances/Instances 1/d2103_02.gt,2102,200.0,86400.0,PTVRP_LAYERED_CONT,723617.0,262,0.009389100,0.009389100,0.0000,1,0.019117
Instances/Instances 1/d2103_03.gt,2102,500.0,86400.0,PTVRP_LAYERED_CONT,332914.0,114,0.004187200,0.004187200,0.0000,1,0.013907
Instances/Instances 1/d2103_04.gt,2102,1000.0,86400.0,PTVRP_LAYERED_CONT,199704.0,56,0.002091200,0.002091200,0.0000,1,0.0114
Instances/Instances 1/d2103_05.gt,2102,2000.0,86400.0,PTVRP_LAYERED_CONT,132584.0,31,0.001075200,0.001075200,0.0000,1,0.011
Instances/Instances 1/d2103_06.gt,2102,5000.0,86400.0,PTVRP_LAYERED_CONT,100628.0,11,0.000500200,0.000500200,0.0000,1,0.007938
Instances/Instances 1/d2103_07.gt,2102,10000.0,86400.0,PTVRP_LAYERED_CONT,91251.0,6,0.000274400,0.000274400,0.0000,1,0.006896
Instances/Instances 1/d2103_08.gt,2102,20000.0,86400.0,PTVRP_LAYERED_CONT,86881.0,3,0.000154299,0.000154299,0.0000,1,0.007329
Instances/Instances 1/d2103_09.gt,2102,50000.0,86400.0,PTVRP_LAYERED_CONT,84458.0,2,0.000079600,0.000079600,0.0000,1,0.007677
Instances/Instances 1/d2103_10.gt,2102,100000.0,86400.0,PTVRP_LAYERED_CONT,84457.0,1,0.000073300,0.000073300,0.0000,1,0.008201
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,PTVRP_LAYERED_CONT,218874.0,121,0.001013700,0.001013700,0.0000,1,0.008444
Instances/Instances 1/d493_02.gt,492,200.0,86400.0,PTVRP_LAYERED_CONT,117917.0,63,0.000547400,0.000547400,0.0000,1,0.006964
Instances/Instances 1/d493_03.gt,492,500.0,86400.0,PTVRP_LAYERED_CONT,66689.0,27,0.000236300,0.000236300,0.0000,1,0.007817
Instances/Instances 1/d493_04.gt,492,1000.0,86400.0,PTVRP_LAYERED_CONT,50395.0,14,0.000131400,0.000131400,0.0000,1,0.00709
Instances/Instances 1/d493_05.gt,492,2000.0,86400.0,PTVRP_LAYERED_CONT,42464.0,7,0.000071700,0.000071700,0.0000,1,0.006143
Instances/Instances 1/d493_06.gt,492,5000.0,86400.0,PTVRP_LAYERED_CONT,38646.0,4,0.000032800,0.000032800,0.0000,1,0.005477
Instances/Instances 1/d493_07.gt,492,10000.0,86400.0,PTVRP_LAYERED_CONT,37916.0,2,0.000020600,0.000020600,0.0000,1,0.005208
