instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/d198_03.gt,197,100.0,86400.0,PTVRP_CONT_FIX,91745.0,51,0.000106600,0.005625
Instances/Instances 1/d198_04.gt,197,100.0,86400.0,PTVRP_CONT_FIX,90414.0,49,0.000109500,0.004903
Instances/Instances 1/d198_05.gt,197,100.0,86400.0,PTVRP_CONT_FIX,92596.0,51,0.000106500,0.006033
Instances/Instances 1/d198_06.gt,197,100.0,86400.0,PTVRP_CONT_FIX,87760.0,49,0.000104600,0.005343
Instances/Instances 1/d198_07.gt,197,100.0,86400.0,PTVRP_CONT_FIX,88168.0,45,0.000102200,0.004911
Instances/Instances 1/d198_08.gt,197,100.0,86400.0,PTVRP_CONT_FIX,91763.0,48,0.000108400,0.006128
Instances/Instances 1/d198_09.gt,197,100.0,86400.0,PTVRP_CONT_FIX,89474.0,48,0.000105700,0.005497
Instances/Instances 1/d198_10.gt,197,100.0,86400.0,PTVRP_CONT_FIX,92588.0,50,0.000104900,0.004834
Instances/Instances 1/d2103_01.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1406040.0,385,0.001630700,0.008839
Instances/Instances 1/d2103_02.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1386768.0,409,0.001683100,0.008208
Instances/Instances 1/d2103_03.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1414941.0,401,0.001637200,0.010521
Instances/Instances 1/d2103_04.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1380591.0,392,0.001718700,0.008913
Instances/Instances 1/d2103_05.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1383278.0,391,0.001678800,0.009197
Instances/Instances 1/d2103_06.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1380479.0,419,0.001675700,0.010943
Instances/Instances 1/d2103_07.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1400531.0,394,0.001664500,0.012192
Instances/Instances 1/d2103_08.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1404670.0,403,0.001626000,0.01146
Instances/Instances 1/d2103_09.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1377844.0,373,0.001642000,0.01164
Instances/Instances 1/d2103_10.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1392606.0,397,0.001642600,0.010606
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,PTVRP_CONT_FIX,218874.0,121,0.000325000,0.009017
Instances/Instances 1/d493_02.gt,492,100.0,86400.0,PTVRP_CONT_FIX,208744.0,106,0.000332800,0.010687
Instances/Instances 1/d493_03.gt,492,100.0,86400.0,PTVRP_CONT_FIX,219972.0,117,0.000329200,0.010009
Instances/Instances 1/d493_04.gt,492,100.0,86400.0,PTVRP_CONT_FIX,215511.0,122,0.000328500,0.008213
Instances/Instances 1/d493_05.gt,492,100.0,86400.0,PTVRP_CONT_FIX,218509.0,124,0.000323500,0.008352
Instances/Instances 1/d493_06.gt,492,100.0,86400.0,PTVRP_CONT_FIX,221693.0,125,0.000323200,0.007308
Instances/Instances 1/d493_07.gt,492,100.0,86400.0,PTVRP_CONT_FIX,228900.0,123,0.000329000,0.008991
Instances/Instances 1/d493_08.gt,492,100.0,86400.0,PTVRP_CONT_FIX,206707.0,118,0.000334800,0.007764
Instances/Instances 1/d493_09.gt,492,100.0,86400.0,PTVRP_CONT_FIX,220231.0,118,0.000324000,0.007545
Instances/Instances 1/d493_10.gt,492,100.0,86400.0,PTVRP_CONT_FIX,214301.0,120,0.000325600,0.006836
Instances/Instances 1/d657_01.gt,656,100.0,86400.0,PTVRP_CONT_FIX,374201.0,152,0.000391500,0.007727
Instances/Instances 1/d657_02.gt,656,100.0,86400.0,PTVRP_CONT_FIX,383863.0,150,0.000425500,0.007212
Instances/Instances 1/d657_03.gt,656,100.0,86400.0,PTVRP_CONT_FIX,386558.0,157,0.000395100,0.008092
Instances/Instances 1/d657_04.gt,656,100.0,86400.0,PTVRP_CONT_FIX,393602.0,150,0.000403500,0.007279
Instances/Instances 1/d657_05.gt,656,100.0,86400.0,PTVRP_CONT_FIX,401000.0,160,0.000417400,0.007818
