instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/bm33708_03.gt,33707,100.0,86400.0,PTVRP_LINEAR,63216052.0,812,22,0.0342,,,,,,,,,,,,,,,
Instances/Instances 1/bm33708_04.gt,33707,100.0,86400.0,PTVRP_LINEAR,63173249.0,812,26,0.0342,,,,,,,,,,,,,,,
Instances/Instances 1/bm33708_05.gt,33707,100.0,86400.0,PTVRP_LINEAR,63074505.0,817,25,0.0298,,,,,,,,,,,,,,,
Instances/Instances 1/bm33708_06.gt,33707,100.0,86400.0,PTVRP_LINEAR,63101129.0,807,24,0.0274,,,,,,,,,,,,,,,
Instances/Instances 1/bm33708_07.gt,33707,100.0,86400.0,PTVRP_LINEAR,63156676.0,820,23,0.0307,,,,,,,,,,,,,,,
Instances/Instances 1/bm33708_08.gt,33707,100.0,86400.0,PTVRP_LINEAR,63263906.0,812,23,0.0314,,,,,,,,,,,,,,,
Instances/Instances 1/bm33708_09.gt,33707,100.0,86400.0,PTVRP_LINEAR,62984664.0,813,24,0.029,,,,,,,,,,,,,,,
Instances/Instances 1/bm33708_10.gt,33707,100.0,86400.0,PTVRP_LINEAR,62785752.0,815,23,0.0279,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_01.gt,14050,100.0,86400.0,PTVRP_LINEAR,21785975.0,288,23,0.0145,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_02.gt,14050,100.0,86400.0,PTVRP_LINEAR,21597558.0,291,21,0.0132,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_03.gt,14050,100.0,86400.0,PTVRP_LINEAR,21589031.0,293,23,0.016,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_04.gt,14050,100.0,86400.0,PTVRP_LINEAR,21735926.0,291,25,0.015,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_05.gt,14050,100.0,86400.0,PTVRP_LINEAR,21786474.0,289,22,0.0145,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_06.gt,14050,100.0,86400.0,PTVRP_LINEAR,21719572.0,294,24,0.0132,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_07.gt,14050,100.0,86400.0,PTVRP_LINEAR,21717393.0,295,21,0.0146,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_08.gt,14050,100.0,86400.0,PTVRP_LINEAR,22058958.0,289,24,0.014,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_09.gt,14050,100.0,86400.0,PTVRP_LINEAR,21964277.0,289,23,0.0143,,,,,,,,,,,,,,,
Instances/Instances 1/brd14051_10.gt,14050,100.0,86400.0,PTVRP_LINEAR,21650969.0,291,22,0.0161,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_01.gt,4662,100.0,86400.0,PTVRP_LINEAR,68723802.0,1032,6,0.0096,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_02.gt,4662,100.0,86400.0,PTVRP_LINEAR,68364692.0,1027,7,0.0095,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_03.gt,4662,100.0,86400.0,PTVRP_LINEAR,69197229.0,1045,7,0.0104,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_04.gt,4662,100.0,86400.0,PTVRP_LINEAR,69335698.0,1041,7,0.0095,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_05.gt,4662,100.0,86400.0,PTVRP_LINEAR,68578035.0,1030,7,0.0106,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_06.gt,4662,100.0,86400.0,PTVRP_LINEAR,68579159.0,1034,7,0.0119,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_07.gt,4662,100.0,86400.0,PTVRP_LINEAR,68836166.0,1033,7,0.01,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_08.gt,4662,100.0,86400.0,PTVRP_LINEAR,69171910.0,1043,7,0.0095,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_09.gt,4662,100.0,86400.0,PTVRP_LINEAR,68821315.0,1035,7,0.0113,,,,,,,,,,,,,,,
Instances/Instances 1/ca4663_10.gt,4662,100.0,86400.0,PTVRP_LINEAR,68306982.0,1027,7,0.0091,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_01.gt,129,100.0,86400.0,PTVRP_LINEAR,118816.0,2,20,0.0067,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_02.gt,129,100.0,86400.0,PTVRP_LINEAR,123186.0,2,21,0.0043,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_03.gt,129,100.0,86400.0,PTVRP_LINEAR,117519.0,2,21,0.0049,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_04.gt,129,100.0,86400.0,PTVRP_LINEAR,124960.0,2,20,0.0064,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_05.gt,129,100.0,86400.0,PTVRP_LINEAR,118816.0,2,20,0.0048,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_06.gt,129,100.0,86400.0,PTVRP_LINEAR,118816.0,2,20,0.0056,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_07.gt,129,100.0,86400.0,PTVRP_LINEAR,114534.0,2,19,0.0067,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_08.gt,129,100.0,86400.0,PTVRP_LINEAR,123186.0,2,21,0.0047,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_09.gt,129,100.0,86400.0,PTVRP_LINEAR,113796.0,2,20,0.006,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_10.gt,129,100.0,86400.0,PTVRP_LINEAR,117900.0,2,21,0.0069,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_01.gt,149,100.0,86400.0,PTVRP_LINEAR,162056.0,2,21,0.0049,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_02.gt,149,100.0,86400.0,PTVRP_LINEAR,141954.0,2,19,0.0061,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_03.gt,149,100.0,86400.0,PTVRP_LINEAR,147733.0,2,20,0.0056,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_04.gt,149,100.0,86400.0,PTVRP_LINEAR,153886.0,2,20,0.0045,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_05.gt,149,100.0,86400.0,PTVRP_LINEAR,163115.0,2,21,0.0048,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_06.gt,149,100.0,86400.0,PTVRP_LINEAR,143410.0,2,19,0.0059,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_07.gt,149,100.0,86400.0,PTVRP_LINEAR,156854.0,2,20,0.0042,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_08.gt,149,100.0,86400.0,PTVRP_LINEAR,159259.0,2,21,0.0049,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_09.gt,149,100.0,86400.0,PTVRP_LINEAR,155151.0,2,20,0.0063,,,,,,,,,,,,,,,
