instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/ca4663_07.gt,4662,100.0,86400.0,PTVRP_CONT_FIX,NO SOLUTION,,,0.0103,,,,,,0,,0,,,,,66844,37522,
Instances/Instances 1/ca4663_08.gt,4662,100.0,86400.0,PTVRP_CONT_FIX,NO SOLUTION,,,0.0088,,,,,,0,,0,,,,,67013,37560,
Instances/Instances 1/ca4663_09.gt,4662,100.0,86400.0,PTVRP_CONT_FIX,NO SOLUTION,,,0.0081,,,,,,0,,0,,,,,67144,37598,
Instances/Instances 1/ca4663_10.gt,4662,100.0,86400.0,PTVRP_CONT_FIX,NO SOLUTION,,,0.0084,,,,,,0,,0,,,,,67023,37659,
Instances/Instances 1/ch130_01.gt,129,100.0,86400.0,PTVRP_CONT_FIX,23377.0,36,2,0.0046,,,,,,0,,0,,,,,7259,7131,
Instances/Instances 1/ch130_02.gt,129,100.0,86400.0,PTVRP_CONT_FIX,24193.0,34,2,0.0046,,,,,,0,,0,,,,,7207,7073,
Instances/Instances 1/ch130_03.gt,129,100.0,86400.0,PTVRP_CONT_FIX,23296.0,33,2,0.0053,,,,,,0,,0,,,,,7193,7079,
Instances/Instances 1/ch130_04.gt,129,100.0,86400.0,PTVRP_CONT_FIX,25835.0,36,2,0.005,,,,,,0,,0,,,,,7143,7016,
Instances/Instances 1/ch130_05.gt,129,100.0,86400.0,PTVRP_CONT_FIX,22889.0,37,2,0.005,,,,,,0,,0,,,,,7358,7236,
Instances/Instances 1/ch130_06.gt,129,100.0,86400.0,PTVRP_CONT_FIX,22600.0,35,2,0.0047,,,,,,0,,0,,,,,7442,7371,
Instances/Instances 1/ch130_07.gt,129,100.0,86400.0,PTVRP_CONT_FIX,23255.0,35,2,0.0054,,,,,,0,,0,,,,,7379,7271,
Instances/Instances 1/ch130_08.gt,129,100.0,86400.0,PTVRP_CONT_FIX,25154.0,37,2,0.0047,,,,,,0,,0,,,,,7161,7053,
Instances/Instances 1/ch130_09.gt,129,100.0,86400.0,PTVRP_CONT_FIX,23844.0,33,2,0.0046,,,,,,0,,0,,,,,7302,7169,
