instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/bm33708_03.gt,33707,500.0,86400.0,PTVRP_CONT,11486555.0,1721,2,4.7334,,,,,,0,,0,,,,,,,
Instances/Instances 1/bm33708_04.gt,33707,1000.0,86400.0,PTVRP_CONT,6132031.0,878,1,4.8285,,,,,,0,,0,,,,,,,
Instances/Instances 1/bm33708_05.gt,33707,2000.0,86400.0,PTVRP_CONT,3523882.0,437,1,4.8153,,,,,,2,,2,,,,,,,
Instances/Instances 1/bm33708_06.gt,33707,5000.0,86400.0,PTVRP_CONT,1962016.0,178,1,4.9085,,,,,,1,,1,,,,,,,
Instances/Instances 1/bm33708_07.gt,33707,10000.0,86400.0,PTVRP_CONT,1448460.0,90,1,4.7303,,,,,,5,,5,,,,,,,
Instances/Instances 1/bm33708_08.gt,33707,20000.0,86400.0,PTVRP_CONT,1194002.0,47,1,4.747,,,,,,3,,3,,,,,,,
Instances/Instances 1/bm33708_09.gt,33707,50000.0,86400.0,PTVRP_CONT,1051830.0,20,1,4.9455,,,,,,0,,0,,,,,,,
Instances/Instances 1/bm33708_10.gt,33707,100000.0,86400.0,PTVRP_CONT,1025973.0,15,1,4.9982,,,,,,3,,3,,,,,,,
Instances/Instances 1/brd14051_01.gt,14050,100.0,86400.0,PTVRP_CONT,16950869.0,2180,6,0.8435,,,,,,0,,0,,,,,,,
Instances/Instances 1/brd14051_02.gt,14050,200.0,86400.0,PTVRP_CONT,8596446.0,1486,4,0.8432,,,,,,0,,0,,,,,,,
Instances/Instances 1/brd14051_03.gt,14050,500.0,86400.0,PTVRP_CONT,3646827.0,737,2,0.8482,,,,,,0,,0,,,,,,,
Instances/Instances 1/brd14051_04.gt,14050,1000.0,86400.0,PTVRP_CONT,2040540.0,368,1,0.8308,,,,,,0,,0,,,,,,,
Instances/Instances 1/brd14051_05.gt,14050,2000.0,86400.0,PTVRP_CONT,1236617.0,184,1,0.8432,,,,,,0,,0,,,,,,,
Instances/Instances 1/brd14051_06.gt,14050,5000.0,86400.0,PTVRP_CONT,768899.0,76,1,0.8402,,,,,,0,,0,,,,,,,
Instances/Instances 1/brd14051_07.gt,14050,10000.0,86400.0,PTVRP_CONT,613871.0,40,1,0.8352,,,,,,0,,0,,,,,,,
Instances/Instances 1/brd14051_08.gt,14050,20000.0,86400.0,PTVRP_CONT,535568.0,20,1,0.8355,,,,,,3,,3,,,,,,,
Instances/Instances 1/brd14051_09.gt,14050,50000.0,86400.0,PTVRP_CONT,494413.0,9,1,0.9174,,,,,,0,,0,,,,,,,
Instances/Instances 1/brd14051_10.gt,14050,100000.0,86400.0,PTVRP_CONT,487545.0,7,1,0.8925,,,,,,3,,3,,,,,,,
Instances/Instances 1/ca4663_01.gt,4662,100.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.0925,,,,,,0,,0,,,,,,,
Instances/Instances 1/ca4663_02.gt,4662,200.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.1139,,,,,,0,,0,,,,,,,
Instances/Instances 1/ca4663_03.gt,4662,500.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.0954,,,,,,0,,0,,,,,,,
Instances/Instances 1/ca4663_04.gt,4662,1000.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.0935,,,,,,0,,0,,,,,,,
Instances/Instances 1/ca4663_05.gt,4662,2000.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.0939,,,,,,0,,0,,,,,,,
