instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,gap_vs_first
Instances/Instances 1/d2103_03.gt,2102,500.0,86400.0,PTVRP_LAYERED_SAFE,332914.0,114,1,0.0041,110,12,2,20723,9.85871,,0,0,6111,0,0,0,
Instances/Instances 1/d2103_04.gt,2102,1000.0,86400.0,PTVRP_LAYERED_SAFE,199704.0,56,1,0.0033,54,8,1,14517,6.90628,,0,0,3206,0,0,0,
Instances/Instances 1/d2103_05.gt,2102,2000.0,86400.0,PTVRP_LAYERED_SAFE,132584.0,31,1,0.0031,27,6,1,10253,4.87774,,0,0,2475,0,0,0,
Instances/Instances 1/d2103_06.gt,2102,5000.0,86400.0,PTVRP_LAYERED_SAFE,100628.0,11,1,0.0027,11,4,1,6301,2.99762,,0,0,1982,0,0,0,
Instances/Instances 1/d2103_07.gt,2102,10000.0,86400.0,PTVRP_LAYERED_SAFE,91251.0,6,1,0.0026,6,3,1,4569,2.17364,,0,0,2678,0,0,0,
Instances/Instances 1/d2103_08.gt,2102,20000.0,86400.0,PTVRP_LAYERED_SAFE,86881.0,3,1,0.0024,3,2,1,3430,1.63178,,0,0,0,0,0,0,
Instances/Instances 1/d2103_09.gt,2102,50000.0,86400.0,PTVRP_LAYERED_SAFE,84458.0,2,1,0.0024,2,1,1,2102,1.0,,0,0,0,0,0,0,
Instances/Instances 1/d2103_10.gt,2102,100000.0,86400.0,PTVRP_LAYERED_SAFE,84457.0,1,1,0.0025,1,1,1,2102,1.0,,0,0,0,0,0,0,
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,PTVRP_LAYERED_SAFE,218874.0,121,3,0.0025,126,25,3,8531,17.3394,,0,0,825,0,0,0,
Instances/Instances 1/d493_02.gt,492,200.0,86400.0,PTVRP_LAYERED_SAFE,117917.0,63,2,0.0023,60,17,2,5792,11.7724,,0,0,344,0,0,0,
Instances/Instances 1/d493_03.gt,492,500.0,86400.0,PTVRP_LAYERED_SAFE,66689.0,27,1,0.0019,26,10,1,3656,7.43089,,0,0,108,0,0,0,
Instances/Instances 1/d493_04.gt,492,1000.0,86400.0,PTVRP_LAYERED_SAFE,50395.0,14,1,0.0019,13,7,1,2438,4.95528,,0,0,38,0,0,0,
Instances/Instances 1/d493_05.gt,492,2000.0,86400.0,PTVRP_LAYERED_SAFE,42464.0,7,1,0.0017,7,5,1,1597,3.24593,,0,0,32,0,0,0,
Instances/Instances 1/d493_06.gt,492,5000.0,86400.0,PTVRP_LAYERED_SAFE,38646.0,4,1,0.0018,3,3,1,895,1.81911,,0,0,0,0,0,0,
Instances/Instances 1/d493_07.gt,492,10000.0,86400.0,PTVRP_LAYERED_SAFE,37916.0,2,1,0.0017,2,2,1,607,1.23374,,0,0,0,0,0,0,
Instances/Instances 1/d493_08.gt,492,20000.0,86400.0,PTVRP_LAYERED_SAFE,37734.0,1,1,0.0017,1,1,1,492,1.0,,0,0,0,0,0,0,
Instances/Instances 1/d493_09.gt,492,50000.0,86400.0,PTVRP_LAYERED_SAFE,37734.0,1,1,0.0017,1,1,1,492,1.0,,0,0,0,0,0,0,
Instances/Instances 1/d493_10.gt,492,100000.0,86400.0,PTVRP_LAYERED_SAFE,37734.0,1,1,0.0018,1,1,1,492,1.0,,0,0,0,0,0,0,
Instances/Instances 1/d657_01.gt,656,100.0,86400.0,PTVRP_LAYERED_SAFE,374201.0,152,2,0.0028,165,20,3,10037,15.3003,,0,0,1529,0,0,0,
Instances/Instances 1/d657_02.gt,656,200.0,86400.0,PTVRP_LAYERED_SAFE,209715.0,90,2,0.0026,83,13,2,7154,10.9055,,0,0,911,0,0,0,
Instances/Instances 1/d657_03.gt,656,500.0,86400.0,PTVRP_LAYERED_SAFE,109006.0,36,1,0.0022,34,8,1,4456,6.79268,,0,0,373,0,0,0,
Instances/Instances 1/d657_04.gt,656,1000.0,86400.0,PTVRP_LAYERED_SAFE,78389.0,19,1,0.0019,17,6,1,3036,4.62805,,0,0,159,0,0,0,
Instances/Instances 1/d657_05.gt,656,2000.0,86400.0,PTVRP_LAYERED_SAFE,62326.0,10,1,0.002,9,4,1,2174,3.31402,,0,0,0,0,0,0,
Instances/Instances 1/d657_06.gt,656,5000.0,86400.0,PTVRP_LAYERED_SAFE,53349.0,4,1,0.0019,4,2,1,1123,1.71189,,0,0,0,0,0,0,
Instances/Instances 1/d657_07.gt,656,10000.0,86400.0,PTVRP_LAYERED_SAFE,52507.0,2,1,0.002,2,2,1,911,1.38872,,0,0,0,0,0,0,
Instances/Instances 1/d657_08.gt,656,20000.0,86400.0,PTVRP_LAYERED_SAFE,52008.0,1,1,0.0022,1,1,1,656,1.0,,0,0,0,0,0,0,
Instances/Instances 1/d657_09.gt,656,50000.0,86400.0,PTVRP_LAYERED_SAFE,52008.0,1,1,0.002,1,1,1,656,1.0,,0,0,0,0,0,0,
Instances/Instances 1/d657_10.gt,656,100000.0,86400.0,PTVRP_LAYERED_SAFE,52008.0,1,1,0.0021,1,1,1,656,1.0,,0,0,0,0,0,0,
Instances/Instances 1/dj38_01.gt,37,100.0,86400.0,PTVRP_LAYERED_SAFE,17501.0,12,2,0.0018,11,11,2,211,5.7027,,0,0,1,0,0,0,
Instances/Instances 1/dj38_02.gt,37,200.0,86400.0,PTVRP_LAYERED_SAFE,11667.0,6,1,0.0018,6,6,1,109,2.94595,,0,0,0,0,0,0,
Instances/Instances 1/dj38_03.gt,37,500.0,86400.0,PTVRP_LAYERED_SAFE,8402.0,3,1,0.0016,3,3,1,60,1.62162,,0,0,0,0,0,0,
Instances/Instances 1/dj38_04.gt,37,1000.0,86400.0,PTVRP_LAYERED_SAFE,8048.0,1,1,0.0016,1,1,1,37,1.0,,0,0,0,0,0,0,
Instances/Instances 1/dj38_05.gt,37,2000.0,86400.0,PTVRP_LAYERED_SAFE,8048.0,1,1,0.0015,1,1,1,37,1.0,,0,0,0,0,0,0,
Instances/Instances 1/dj38_06.gt,37,5000.0,86400.0,PTVRP_LAYERED_SAFE,8048.0,1,1,0.0016,1,1,1,37,1.0,,0,0,0,0,0,0,
Instances/Instances 1/dj38_07.gt,37,10000.0,86400.0,PTVRP_LAYERED_SAFE,8048.0,1,1,0.0016,1,1,1,37,1.0,,0,0,0,0,0,0,
Instances/Instances 1/dj38_08.gt,37,20000.0,86400.0,PTVRP_LAYERED_SAFE,8048.0,1,1,0.0016,1,1,1,37,1.0,,0,0,0,0,0,0,
Instances/Instances 1/dj38_09.gt,37,50000.0,86400.0,PTVRP_LAYERED_SAFE,8048.0,1,1,0.0018,1,1,1,37,1.0,,0,0,0,0,0,0,
Instances/Instances 1/dj38_10.gt,37,100000.0,86400.0,PTVRP_LAYERED_SAFE,8048.0,1,1,0.0018,1,1,1,37,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eg7146_01.gt,7145,100.0,86400.0,PTVRP_LAYERED_SAFE,5872828.0,1076,6,0.0194,1815,39,8,195130,27.31,,1,0,101460,0,0,0,
Instances/Instances 1/eg7146_02.gt,7145,200.0,86400.0,PTVRP_LAYERED_SAFE,2972502.0,770,4,0.0151,907,28,6,147568,20.6533,,0,0,82405,0,0,0,
Instances/Instances 1/eg7146_03.gt,7145,500.0,86400.0,PTVRP_LAYERED_SAFE,1281035.0,373,2,0.0112,366,18,5,98622,13.8029,,0,0,41161,0,0,0,
Instances/Instances 1/eg7146_04.gt,7145,1000.0,86400.0,PTVRP_LAYERED_SAFE,708528.0,186,1,0.0089,181,13,2,71033,9.94164,,0,0,19322,0,0,0,
Instances/Instances 1/eg7146_05.gt,7145,2000.0,86400.0,PTVRP_LAYERED_SAFE,437580.0,95,1,0.0073,92,9,1,50636,7.08691,,0,0,9156,0,0,0,
Instances/Instances 1/eg7146_06.gt,7145,5000.0,86400.0,PTVRP_LAYERED_SAFE,273169.0,38,1,0.0067,37,6,1,31102,4.35297,,0,0,1755,0,0,0,
Instances/Instances 1/eg7146_07.gt,7145,10000.0,86400.0,PTVRP_LAYERED_SAFE,222770.0,20,1,0.0059,19,4,1,23026,3.22267,,0,0,451,0,0,0,
Instances/Instances 1/eg7146_08.gt,7145,20000.0,86400.0,PTVRP_LAYERED_SAFE,200051.0,10,1,0.0054,10,3,1,16779,2.34836,,0,0,81,0,0,0,
Instances/Instances 1/eg7146_09.gt,7145,50000.0,86400.0,PTVRP_LAYERED_SAFE,186570.0,5,1,0.0044,4,2,1,10220,1.43037,,0,0,15,0,0,0,
Instances/Instances 1/eg7146_10.gt,7145,100000.0,86400.0,PTVRP_LAYERED_SAFE,184251.0,3,1,0.0043,2,1,1,7145,1.0,,0,0,93,0,0,0,
Instances/Instances 1/ei8246_01.gt,8245,100.0,86400.0,PTVRP_LAYERED_SAFE,6036095.0,1381,6,0.0212,2113,32,6,196748,23.8627,,0,0,89249,0,0,0,
Instances/Instances 1/ei8246_02.gt,8245,200.0,86400.0,PTVRP_LAYERED_SAFE,3075949.0,917,3,0.0166,1049,22,4,147350,17.8714,,0,0,65401,0,0,0,
Instances/Instances 1/ei8246_03.gt,8245,500.0,86400.0,PTVRP_LAYERED_SAFE,1324735.0,436,2,0.0123,422,14,3,98162,11.9056,,0,0,26434,0,0,0,
Instances/Instances 1/ei8246_04.gt,8245,1000.0,86400.0,PTVRP_LAYERED_SAFE,752179.0,218,1,0.0097,210,10,2,70783,8.58496,,0,0,11356,0,0,0,
Instances/Instances 1/ei8246_05.gt,8245,2000.0,86400.0,PTVRP_LAYERED_SAFE,473280.0,110,1,0.0081,106,7,1,50741,6.15415,,0,0,5757,0,0,0,
Instances/Instances 1/ei8246_06.gt,8245,5000.0,86400.0,PTVRP_LAYERED_SAFE,305629.0,45,1,0.007,43,4,1,31829,3.8604,,0,0,0,0,0,0,
Instances/Instances 1/ei8246_07.gt,8245,10000.0,86400.0,PTVRP_LAYERED_SAFE,252631.0,24,1,0.0065,22,3,1,23587,2.86076,,0,0,38,0,0,0,
Instances/Instances 1/ei8246_08.gt,8245,20000.0,86400.0,PTVRP_LAYERED_SAFE,228782.0,13,1,0.0057,11,2,1,15685,1.90237,,0,0,0,0,0,0,
Instances/Instances 1/ei8246_09.gt,8245,50000.0,86400.0,PTVRP_LAYERED_SAFE,214769.0,6,1,0.0049,5,1,1,8245,1.0,,0,0,0,0,0,0,
Instances/Instances 1/ei8246_10.gt,8245,100000.0,86400.0,PTVRP_LAYERED_SAFE,211535.0,4,1,0.0052,3,1,1,8245,1.0,,0,0,581,0,0,0,
Instances/Instances 1/eil101_01.gt,100,100.0,86400.0,PTVRP_LAYERED_SAFE,1941.0,30,2,0.0017,27,27,2,1433,14.33,,0,0,0,0,0,0,
Instances/Instances 1/eil101_02.gt,100,200.0,86400.0,PTVRP_LAYERED_SAFE,1166.0,16,1,0.0016,13,13,1,687,6.87,,0,0,0,0,0,0,
Instances/Instances 1/eil101_03.gt,100,500.0,86400.0,PTVRP_LAYERED_SAFE,827.0,7,1,0.0016,6,6,1,312,3.12,,0,0,0,0,0,0,
Instances/Instances 1/eil101_04.gt,100,1000.0,86400.0,PTVRP_LAYERED_SAFE,701.0,4,1,0.0016,3,3,1,172,1.72,,0,0,0,0,0,0,
Instances/Instances 1/eil101_05.gt,100,2000.0,86400.0,PTVRP_LAYERED_SAFE,664.0,3,1,0.0017,2,2,1,129,1.29,,0,0,0,0,0,0,
Instances/Instances 1/eil101_06.gt,100,5000.0,86400.0,PTVRP_LAYERED_SAFE,652.0,2,1,0.0017,1,1,1,100,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil101_07.gt,100,10000.0,86400.0,PTVRP_LAYERED_SAFE,652.0,2,1,0.0017,1,1,1,100,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil101_08.gt,100,20000.0,86400.0,PTVRP_LAYERED_SAFE,652.0,2,1,0.0016,1,1,1,100,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil101_09.gt,100,50000.0,86400.0,PTVRP_LAYERED_SAFE,652.0,2,1,0.0018,1,1,1,100,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil101_10.gt,100,100000.0,86400.0,PTVRP_LAYERED_SAFE,652.0,2,1,0.0016,1,1,1,100,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil51_01.gt,50,100.0,86400.0,PTVRP_LAYERED_SAFE,941.0,15,1,0.0016,13,13,1,335,6.7,,0,0,0,0,0,0,
Instances/Instances 1/eil51_02.gt,50,200.0,86400.0,PTVRP_LAYERED_SAFE,664.0,7,1,0.0016,7,7,1,187,3.74,,0,0,0,0,0,0,
Instances/Instances 1/eil51_03.gt,50,500.0,86400.0,PTVRP_LAYERED_SAFE,490.0,3,1,0.0015,3,3,1,92,1.84,,0,0,0,0,0,0,
Instances/Instances 1/eil51_04.gt,50,1000.0,86400.0,PTVRP_LAYERED_SAFE,474.0,2,1,0.0017,2,2,1,64,1.28,,0,0,0,0,0,0,
Instances/Instances 1/eil51_05.gt,50,2000.0,86400.0,PTVRP_LAYERED_SAFE,442.0,1,1,0.0016,1,1,1,50,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil51_06.gt,50,5000.0,86400.0,PTVRP_LAYERED_SAFE,442.0,1,1,0.0016,1,1,1,50,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil51_07.gt,50,10000.0,86400.0,PTVRP_LAYERED_SAFE,442.0,1,1,0.0015,1,1,1,50,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil51_08.gt,50,20000.0,86400.0,PTVRP_LAYERED_SAFE,442.0,1,1,0.0016,1,1,1,50,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil51_09.gt,50,50000.0,86400.0,PTVRP_LAYERED_SAFE,442.0,1,1,0.0015,1,1,1,50,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil51_10.gt,50,100000.0,86400.0,PTVRP_LAYERED_SAFE,442.0,1,1,0.0016,1,1,1,50,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil76_01.gt,75,100.0,86400.0,PTVRP_LAYERED_SAFE,1401.0,23,1,0.0016,19,19,1,739,9.85333,,0,0,0,0,0,0,
Instances/Instances 1/eil76_02.gt,75,200.0,86400.0,PTVRP_LAYERED_SAFE,931.0,12,1,0.0017,10,10,1,384,5.12,,0,0,0,0,0,0,
Instances/Instances 1/eil76_03.gt,75,500.0,86400.0,PTVRP_LAYERED_SAFE,664.0,5,1,0.0018,4,4,1,182,2.42667,,0,0,0,0,0,0,
Instances/Instances 1/eil76_04.gt,75,1000.0,86400.0,PTVRP_LAYERED_SAFE,600.0,3,1,0.0015,2,2,1,109,1.45333,,0,0,0,0,0,0,
Instances/Instances 1/eil76_05.gt,75,2000.0,86400.0,PTVRP_LAYERED_SAFE,573.0,1,1,0.0017,1,1,1,75,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil76_06.gt,75,5000.0,86400.0,PTVRP_LAYERED_SAFE,573.0,1,1,0.0016,1,1,1,75,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil76_07.gt,75,10000.0,86400.0,PTVRP_LAYERED_SAFE,573.0,1,1,0.0016,1,1,1,75,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil76_08.gt,75,20000.0,86400.0,PTVRP_LAYERED_SAFE,573.0,1,1,0.0015,1,1,1,75,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil76_09.gt,75,50000.0,86400.0,PTVRP_LAYERED_SAFE,573.0,1,1,0.0015,1,1,1,75,1.0,,0,0,0,0,0,0,
Instances/Instances 1/eil76_10.gt,75,100000.0,86400.0,PTVRP_LAYERED_SAFE,573.0,1,1,0.0016,1,1,1,75,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fi10639_01.gt,10638,100.0,86400.0,PTVRP_LAYERED_SAFE,17282915.0,1662,6,0.0205,2710,22,8,162931,15.3159,,0,0,124124,0,0,0,
Instances/Instances 1/fi10639_02.gt,10638,200.0,86400.0,PTVRP_LAYERED_SAFE,8893028.0,1158,3,0.0169,1351,17,5,126648,11.9052,,0,0,116031,0,0,0,
Instances/Instances 1/fi10639_03.gt,10638,500.0,86400.0,PTVRP_LAYERED_SAFE,3763490.0,557,2,0.0129,540,11,3,87665,8.24074,,0,0,65088,0,0,0,
Instances/Instances 1/fi10639_04.gt,10638,1000.0,86400.0,PTVRP_LAYERED_SAFE,2108169.0,277,1,0.0108,270,8,2,64943,6.10481,,0,0,34347,0,0,0,
Instances/Instances 1/fi10639_05.gt,10638,2000.0,86400.0,PTVRP_LAYERED_SAFE,1303908.0,140,1,0.009,136,6,2,46892,4.40797,,0,0,15589,0,0,0,
Instances/Instances 1/fi10639_06.gt,10638,5000.0,86400.0,PTVRP_LAYERED_SAFE,820119.0,58,1,0.0087,55,4,1,30889,2.90365,,0,0,6712,0,0,0,
Instances/Instances 1/fi10639_07.gt,10638,10000.0,86400.0,PTVRP_LAYERED_SAFE,660140.0,30,1,0.0068,28,3,1,21226,1.9953,,0,0,2402,0,0,0,
Instances/Instances 1/fi10639_08.gt,10638,20000.0,86400.0,PTVRP_LAYERED_SAFE,585300.0,14,1,0.0067,14,2,1,16779,1.57727,,0,0,5152,0,0,0,
Instances/Instances 1/fi10639_09.gt,10638,50000.0,86400.0,PTVRP_LAYERED_SAFE,551822.0,8,1,0.0061,6,1,1,10638,1.0,,0,0,14814,0,0,0,
Instances/Instances 1/fi10639_10.gt,10638,100000.0,86400.0,PTVRP_LAYERED_SAFE,551822.0,8,1,0.0062,3,1,1,10638,1.0,,0,0,17802,0,0,0,
Instances/Instances 1/fl1400_01.gt,1399,100.0,86400.0,PTVRP_LAYERED_SAFE,727206.0,162,6,0.0048,356,49,10,47585,34.0136,,0,0,28129,0,0,0,
Instances/Instances 1/fl1400_02.gt,1399,200.0,86400.0,PTVRP_LAYERED_SAFE,369796.0,132,3,0.0042,177,35,5,33303,23.8049,,0,0,16123,0,0,0,
Instances/Instances 1/fl1400_03.gt,1399,500.0,86400.0,PTVRP_LAYERED_SAFE,163619.0,73,2,0.0034,74,23,4,21259,15.1959,,0,0,7757,0,0,0,
Instances/Instances 1/fl1400_04.gt,1399,1000.0,86400.0,PTVRP_LAYERED_SAFE,90227.0,37,2,0.0028,37,15,2,14031,10.0293,,0,0,2306,0,0,0,
Instances/Instances 1/fl1400_05.gt,1399,2000.0,86400.0,PTVRP_LAYERED_SAFE,53314.0,19,1,0.0027,18,9,2,8796,6.28735,,0,0,394,0,0,0,
Instances/Instances 1/fl1400_06.gt,1399,5000.0,86400.0,PTVRP_LAYERED_SAFE,32739.0,8,1,0.0025,8,6,1,5133,3.66905,,0,0,131,0,0,0,
Instances/Instances 1/fl1400_07.gt,1399,10000.0,86400.0,PTVRP_LAYERED_SAFE,25452.0,4,1,0.0025,4,4,1,3269,2.33667,,0,0,0,0,0,0,
Instances/Instances 1/fl1400_08.gt,1399,20000.0,86400.0,PTVRP_LAYERED_SAFE,22330.0,2,1,0.0023,2,2,1,2018,1.44246,,0,0,0,0,0,0,
Instances/Instances 1/fl1400_09.gt,1399,50000.0,86400.0,PTVRP_LAYERED_SAFE,22250.0,1,1,0.0023,1,1,1,1399,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fl1400_10.gt,1399,100000.0,86400.0,PTVRP_LAYERED_SAFE,22250.0,1,1,0.0022,1,1,1,1399,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fl1577_01.gt,1576,100.0,86400.0,PTVRP_LAYERED_SAFE,534844.0,263,6,0.0061,401,46,6,52559,33.3496,,1,0,11992,0,0,0,
Instances/Instances 1/fl1577_02.gt,1576,200.0,86400.0,PTVRP_LAYERED_SAFE,278030.0,186,3,0.0052,201,31,4,37660,23.8959,,0,0,8131,0,0,0,
Instances/Instances 1/fl1577_03.gt,1576,500.0,86400.0,PTVRP_LAYERED_SAFE,120347.0,86,1,0.0037,82,19,2,23790,15.0952,,0,0,3900,0,0,0,
Instances/Instances 1/fl1577_04.gt,1576,1000.0,86400.0,PTVRP_LAYERED_SAFE,69180.0,43,1,0.003,41,13,2,16434,10.4277,,0,0,1407,0,0,0,
Instances/Instances 1/fl1577_05.gt,1576,2000.0,86400.0,PTVRP_LAYERED_SAFE,45021.0,23,1,0.0026,21,9,1,10798,6.85152,,0,0,515,0,0,0,
Instances/Instances 1/fl1577_06.gt,1576,5000.0,86400.0,PTVRP_LAYERED_SAFE,30431.0,10,1,0.0023,9,6,1,6077,3.85596,,0,0,835,0,0,0,
Instances/Instances 1/fl1577_07.gt,1576,10000.0,86400.0,PTVRP_LAYERED_SAFE,25235.0,5,1,0.0022,5,4,1,3999,2.53744,,0,0,0,0,0,0,
Instances/Instances 1/fl1577_08.gt,1576,20000.0,86400.0,PTVRP_LAYERED_SAFE,23781.0,3,1,0.0022,3,3,1,2384,1.51269,,0,0,0,0,0,0,
Instances/Instances 1/fl1577_09.gt,1576,50000.0,86400.0,PTVRP_LAYERED_SAFE,23697.0,2,1,0.0021,1,1,1,1576,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fl1577_10.gt,1576,100000.0,86400.0,PTVRP_LAYERED_SAFE,23697.0,2,1,0.002,1,1,1,1576,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fl3795_01.gt,3794,100.0,86400.0,PTVRP_LAYERED_SAFE,1406061.0,540,6,0.013,974,58,11,168421,44.3914,,0,0,71225,0,0,0,
Instances/Instances 1/fl3795_02.gt,3794,200.0,86400.0,PTVRP_LAYERED_SAFE,714398.0,374,4,0.0105,488,40,6,123778,32.6247,,0,0,55427,0,0,0,
Instances/Instances 1/fl3795_03.gt,3794,500.0,86400.0,PTVRP_LAYERED_SAFE,292849.0,193,2,0.0075,193,25,3,79658,20.9958,,0,0,30733,0,0,0,
Instances/Instances 1/fl3795_04.gt,3794,1000.0,86400.0,PTVRP_LAYERED_SAFE,159179.0,100,1,0.0061,97,18,2,56205,14.8142,,0,0,17040,0,0,0,
Instances/Instances 1/fl3795_05.gt,3794,2000.0,86400.0,PTVRP_LAYERED_SAFE,93815.0,51,1,0.0054,49,13,1,38910,10.2557,,0,0,10304,0,0,0,
Instances/Instances 1/fl3795_06.gt,3794,5000.0,86400.0,PTVRP_LAYERED_SAFE,51747.0,21,1,0.0044,20,8,1,23454,6.18187,,0,0,8152,0,0,0,
Instances/Instances 1/fl3795_07.gt,3794,10000.0,86400.0,PTVRP_LAYERED_SAFE,40046.0,11,1,0.0036,10,6,1,15199,4.00606,,0,0,192,0,0,0,
Instances/Instances 1/fl3795_08.gt,3794,20000.0,86400.0,PTVRP_LAYERED_SAFE,34168.0,6,1,0.0033,5,4,1,10469,2.75936,,0,0,0,0,0,0,
Instances/Instances 1/fl3795_09.gt,3794,50000.0,86400.0,PTVRP_LAYERED_SAFE,30739.0,3,1,0.0029,2,2,1,5614,1.4797,,0,0,0,0,0,0,
Instances/Instances 1/fl3795_10.gt,3794,100000.0,86400.0,PTVRP_LAYERED_SAFE,30708.0,2,1,0.0029,1,1,1,3794,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fl417_01.gt,416,100.0,86400.0,PTVRP_LAYERED_SAFE,228870.0,69,5,0.0026,110,31,6,8978,21.5817,,0,0,2135,0,0,0,
Instances/Instances 1/fl417_02.gt,416,200.0,86400.0,PTVRP_LAYERED_SAFE,110050.0,48,2,0.0023,52,20,4,5903,14.1899,,0,0,1161,0,0,0,
Instances/Instances 1/fl417_03.gt,416,500.0,86400.0,PTVRP_LAYERED_SAFE,52409.0,24,1,0.0022,23,13,3,3655,8.78606,,0,0,563,0,0,0,
Instances/Instances 1/fl417_04.gt,416,1000.0,86400.0,PTVRP_LAYERED_SAFE,30091.0,12,1,0.002,11,8,2,2182,5.24519,,0,0,23,0,0,0,
Instances/Instances 1/fl417_05.gt,416,2000.0,86400.0,PTVRP_LAYERED_SAFE,22180.0,7,1,0.0018,6,6,1,1358,3.26442,,0,0,0,0,0,0,
Instances/Instances 1/fl417_06.gt,416,5000.0,86400.0,PTVRP_LAYERED_SAFE,14735.0,3,1,0.0017,3,3,1,658,1.58173,,0,0,0,0,0,0,
Instances/Instances 1/fl417_07.gt,416,10000.0,86400.0,PTVRP_LAYERED_SAFE,13776.0,2,1,0.0017,2,2,1,465,1.11779,,0,0,0,0,0,0,
Instances/Instances 1/fl417_08.gt,416,20000.0,86400.0,PTVRP_LAYERED_SAFE,13750.0,1,1,0.0017,1,1,1,416,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fl417_09.gt,416,50000.0,86400.0,PTVRP_LAYERED_SAFE,13750.0,1,1,0.0016,1,1,1,416,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fl417_10.gt,416,100000.0,86400.0,PTVRP_LAYERED_SAFE,13750.0,1,1,0.0018,1,1,1,416,1.0,,0,0,0,0,0,0,
Instances/Instances 1/fnl4461_01.gt,4460,100.0,86400.0,PTVRP_LAYERED_SAFE,3582667.0,834,4,0.0106,1160,24,6,86519,19.3989,,0,0,30108,0,0,0,
Instances/Instances 1/fnl4461_02.gt,4460,200.0,86400.0,PTVRP_LAYERED_SAFE,1837638.0,545,3,0.0087,575,17,4,63915,14.3307,,0,0,19939,0,0,0,
Instances/Instances 1/fnl4461_03.gt,4460,500.0,86400.0,PTVRP_LAYERED_SAFE,823101.0,240,1,0.0065,231,11,2,42216,9.46547,,0,0,8048,0,0,0,
Instances/Instances 1/fnl4461_04.gt,4460,1000.0,86400.0,PTVRP_LAYERED_SAFE,493280.0,121,1,0.0055,116,8,1,30190,6.76906,,0,0,3534,0,0,0,
Instances/Instances 1/fnl4461_05.gt,4460,2000.0,86400.0,PTVRP_LAYERED_SAFE,328926.0,60,1,0.0048,57,5,1,21406,4.79955,,0,0,1002,0,0,0,
Instances/Instances 1/fnl4461_06.gt,4460,5000.0,86400.0,PTVRP_LAYERED_SAFE,236264.0,26,1,0.0041,23,3,1,12799,2.86973,,0,0,0,0,0,0,
Instances/Instances 1/fnl4461_07.gt,4460,10000.0,86400.0,PTVRP_LAYERED_SAFE,205790.0,13,1,0.0037,12,2,1,8512,1.90852,,0,0,0,0,0,0,
Instances/Instances 1/fnl4461_08.gt,4460,20000.0,86400.0,PTVRP_LAYERED_SAFE,193945.0,8,1,0.0039,6,2,1,8138,1.82466,,0,0,0,0,0,0,
Instances/Instances 1/fnl4461_09.gt,4460,50000.0,86400.0,PTVRP_LAYERED_SAFE,187221.0,4,1,0.0036,3,1,1,4460,1.0,,0,0,33,0,0,0,
Instances/Instances 1/fnl4461_10.gt,4460,100000.0,86400.0,PTVRP_LAYERED_SAFE,187145.0,3,1,0.0037,2,1,1,4460,1.0,,0,0,247,0,0,0,
Instances/Instances 1/gil262_01.gt,261,100.0,86400.0,PTVRP_LAYERED_SAFE,13466.0,63,2,0.0021,70,51,3,8612,32.9962,,0,0,97,0,0,0,
Instances/Instances 1/gil262_02.gt,261,200.0,86400.0,PTVRP_LAYERED_SAFE,7175.0,35,1,0.0019,32,32,2,4535,17.3755,,0,0,0,0,0,0,
Instances/Instances 1/gil262_03.gt,261,500.0,86400.0,PTVRP_LAYERED_SAFE,4196.0,14,1,0.0018,14,14,1,1844,7.06513,,0,0,0,0,0,0,
Instances/Instances 1/gil262_04.gt,261,1000.0,86400.0,PTVRP_LAYERED_SAFE,3287.0,8,1,0.0018,7,7,1,1022,3.91571,,0,0,0,0,0,0,
Instances/Instances 1/gil262_05.gt,261,2000.0,86400.0,PTVRP_LAYERED_SAFE,2873.0,4,1,0.0018,4,4,1,612,2.34483,,0,0,0,0,0,0,
Instances/Instances 1/gil262_06.gt,261,5000.0,86400.0,PTVRP_LAYERED_SAFE,2667.0,2,1,0.0018,2,2,1,315,1.2069,,0,0,0,0,0,0,
