instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/ch130_03.gt,129,500.0,86400.0,LINEAR,9031.0,8,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_04.gt,129,1000.0,86400.0,LINEAR,7424.0,5,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_05.gt,129,2000.0,86400.0,LINEAR,6533.0,2,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_06.gt,129,5000.0,86400.0,LINEAR,6291.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_07.gt,129,10000.0,86400.0,LINEAR,6291.0,1,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_08.gt,129,20000.0,86400.0,LINEAR,6291.0,1,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_09.gt,129,50000.0,86400.0,LINEAR,6291.0,1,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/ch130_10.gt,129,100000.0,86400.0,LINEAR,6291.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_01.gt,149,100.0,86400.0,LINEAR,29570.0,50,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_02.gt,149,200.0,86400.0,LINEAR,15615.0,21,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_03.gt,149,500.0,86400.0,LINEAR,9611.0,9,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_04.gt,149,1000.0,86400.0,LINEAR,8060.0,5,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_05.gt,149,2000.0,86400.0,LINEAR,7467.0,3,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_06.gt,149,5000.0,86400.0,LINEAR,7281.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_07.gt,149,10000.0,86400.0,LINEAR,7281.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_08.gt,149,20000.0,86400.0,LINEAR,7281.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_09.gt,149,50000.0,86400.0,LINEAR,7281.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch150_10.gt,149,100000.0,86400.0,LINEAR,7281.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_01.gt,71008,100.0,86400.0,LINEAR,351499430.0,21466,,0.0729,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_02.gt,71008,200.0,86400.0,LINEAR,163972274.0,9852,,0.0474,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_03.gt,71008,500.0,86400.0,LINEAR,64945365.0,3742,,0.0454,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_04.gt,71008,1000.0,86400.0,LINEAR,34224495.0,1843,,0.0452,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_05.gt,71008,2000.0,86400.0,LINEAR,19229710.0,921,,0.0463,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_06.gt,71008,5000.0,86400.0,LINEAR,10339334.0,367,,0.0451,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_07.gt,71008,10000.0,86400.0,LINEAR,7384273.0,187,,0.0458,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_08.gt,71008,20000.0,86400.0,LINEAR,5923469.0,95,,0.0454,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_09.gt,71008,50000.0,86400.0,LINEAR,5078633.0,41,,0.0453,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_10.gt,71008,100000.0,86400.0,LINEAR,4802373.0,20,,0.0462,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_01.gt,1290,100.0,86400.0,LINEAR,831780.0,412,,0.0035,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_02.gt,1290,200.0,86400.0,LINEAR,372299.0,174,,0.003,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_03.gt,1290,500.0,86400.0,LINEAR,178154.0,70,,0.0028,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_04.gt,1290,1000.0,86400.0,LINEAR,110025.0,35,,0.0028,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_05.gt,1290,2000.0,86400.0,LINEAR,78610.0,18,,0.0027,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_06.gt,1290,5000.0,86400.0,LINEAR,61167.0,8,,0.0027,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_07.gt,1290,10000.0,86400.0,LINEAR,56230.0,5,,0.0028,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_08.gt,1290,20000.0,86400.0,LINEAR,53710.0,2,,0.003,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_09.gt,1290,50000.0,86400.0,LINEAR,53688.0,1,,0.0028,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_10.gt,1290,100000.0,86400.0,LINEAR,53688.0,1,,0.0028,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_01.gt,15111,100.0,86400.0,LINEAR,59939824.0,4559,,0.0113,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_02.gt,15111,200.0,86400.0,LINEAR,28418126.0,2111,,0.0108,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_03.gt,15111,500.0,86400.0,LINEAR,11643863.0,797,,0.0101,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_04.gt,15111,1000.0,86400.0,LINEAR,6549550.0,399,,0.0107,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_05.gt,15111,2000.0,86400.0,LINEAR,3986206.0,197,,0.0172,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_06.gt,15111,5000.0,86400.0,LINEAR,2517833.0,82,,0.0159,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_07.gt,15111,10000.0,86400.0,LINEAR,2016391.0,41,,0.0099,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_08.gt,15111,20000.0,86400.0,LINEAR,1789147.0,22,,0.01,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_09.gt,15111,50000.0,86400.0,LINEAR,1656754.0,9,,0.011,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_10.gt,15111,100000.0,86400.0,LINEAR,1617643.0,5,,0.0108,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_01.gt,1654,100.0,86400.0,LINEAR,998225.0,500,,0.0041,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_02.gt,1654,200.0,86400.0,LINEAR,504604.0,235,,0.0051,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_03.gt,1654,500.0,86400.0,LINEAR,221226.0,87,,0.0035,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_04.gt,1654,1000.0,86400.0,LINEAR,139737.0,45,,0.0048,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_05.gt,1654,2000.0,86400.0,LINEAR,97963.0,24,,0.0048,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_06.gt,1654,5000.0,86400.0,LINEAR,74780.0,11,,0.0037,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_07.gt,1654,10000.0,86400.0,LINEAR,67599.0,5,,0.0032,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_08.gt,1654,20000.0,86400.0,LINEAR,66176.0,3,,0.0032,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_09.gt,1654,50000.0,86400.0,LINEAR,65597.0,1,,0.0031,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_10.gt,1654,100000.0,86400.0,LINEAR,65597.0,1,,0.0031,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_01.gt,18511,100.0,86400.0,LINEAR,27034631.0,5637,,0.0147,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_02.gt,18511,200.0,86400.0,LINEAR,12551300.0,2552,,0.0146,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_03.gt,18511,500.0,86400.0,LINEAR,5226925.0,981,,0.0143,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_04.gt,18511,1000.0,86400.0,LINEAR,2876916.0,483,,0.0135,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_05.gt,18511,2000.0,86400.0,LINEAR,1743333.0,242,,0.0132,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_06.gt,18511,5000.0,86400.0,LINEAR,1070282.0,99,,0.0138,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_07.gt,18511,10000.0,86400.0,LINEAR,848838.0,51,,0.0132,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_08.gt,18511,20000.0,86400.0,LINEAR,741916.0,26,,0.0125,,,,,,,,,,,,,,,
