instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,gap_vs_first
Instances/Instances 2/pr439_03.gt,438,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,4054221.0,185,8,0.0024,553,25,11,6751,15.4132,,0,0,1440,0,0.0
Instances/Instances 2/pr439_04.gt,438,20.0,86400.0,PTVRP,3978076.0,188,9,0.0022,,,,,,,,,,,
Instances/Instances 2/pr439_04.gt,438,20.0,86400.0,PTVRP_CONT,3978076.0,188,9,0.0027,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_04.gt,438,20.0,86400.0,PTVRP_CONT_FIX,3978076.0,188,9,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_04.gt,438,20.0,86400.0,PTVRP_LAYERED,3978076.0,188,9,0.0024,550,26,9,4853,11.0799,,,,,,0.0
Instances/Instances 2/pr439_04.gt,438,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,3978076.0,188,9,0.0025,550,27,9,6793,15.5091,,0,0,1398,0,0.0
Instances/Instances 2/pr439_05.gt,438,20.0,86400.0,PTVRP,4104375.0,188,10,0.0022,,,,,,,,,,,
Instances/Instances 2/pr439_05.gt,438,20.0,86400.0,PTVRP_CONT,4104375.0,188,10,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_05.gt,438,20.0,86400.0,PTVRP_CONT_FIX,4104375.0,188,10,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_05.gt,438,20.0,86400.0,PTVRP_LAYERED,4104375.0,188,10,0.0024,566,24,10,4749,10.8425,,,,,,0.0
Instances/Instances 2/pr439_05.gt,438,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,4104375.0,188,10,0.0025,566,30,10,6771,15.4589,,0,0,1400,0,0.0
Instances/Instances 2/pr439_06.gt,438,20.0,86400.0,PTVRP,4041211.0,182,9,0.0021,,,,,,,,,,,
Instances/Instances 2/pr439_06.gt,438,20.0,86400.0,PTVRP_CONT,4041211.0,182,9,0.0027,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_06.gt,438,20.0,86400.0,PTVRP_CONT_FIX,4041211.0,182,9,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_06.gt,438,20.0,86400.0,PTVRP_LAYERED,4041211.0,182,9,0.0024,563,25,9,4781,10.9155,,,,,,0.0
Instances/Instances 2/pr439_06.gt,438,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,4041211.0,182,9,0.0025,563,29,9,6808,15.5434,,0,0,1448,0,0.0
Instances/Instances 2/pr439_07.gt,438,20.0,86400.0,PTVRP,4199725.0,188,8,0.0023,,,,,,,,,,,
Instances/Instances 2/pr439_07.gt,438,20.0,86400.0,PTVRP_CONT,4199725.0,188,8,0.0028,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_07.gt,438,20.0,86400.0,PTVRP_CONT_FIX,4199725.0,188,8,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_07.gt,438,20.0,86400.0,PTVRP_LAYERED,4199725.0,189,8,0.0023,570,23,10,4785,10.9247,,,,,,0.0
Instances/Instances 2/pr439_07.gt,438,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,4199725.0,189,8,0.0025,570,28,10,6825,15.5822,,0,0,1385,0,0.0
Instances/Instances 2/pr439_08.gt,438,20.0,86400.0,PTVRP,4037110.0,196,9,0.0022,,,,,,,,,,,
Instances/Instances 2/pr439_08.gt,438,20.0,86400.0,PTVRP_CONT,4037110.0,196,9,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_08.gt,438,20.0,86400.0,PTVRP_CONT_FIX,4037110.0,196,9,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_08.gt,438,20.0,86400.0,PTVRP_LAYERED,4037110.0,196,9,0.0026,575,26,10,4839,11.0479,,,,,,0.0
Instances/Instances 2/pr439_08.gt,438,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,4037110.0,196,9,0.0025,575,33,10,6889,15.7283,,0,0,1420,0,0.0
Instances/Instances 2/pr439_09.gt,438,20.0,86400.0,PTVRP,3948707.0,181,10,0.0022,,,,,,,,,,,
Instances/Instances 2/pr439_09.gt,438,20.0,86400.0,PTVRP_CONT,3948707.0,181,10,0.0045,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_09.gt,438,20.0,86400.0,PTVRP_CONT_FIX,3948707.0,181,10,0.0024,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_09.gt,438,20.0,86400.0,PTVRP_LAYERED,3948707.0,181,10,0.0024,541,26,10,4740,10.8219,,,,,,0.0
Instances/Instances 2/pr439_09.gt,438,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,3948707.0,181,10,0.0026,541,30,10,6707,15.3128,,0,0,1402,0,0.0
Instances/Instances 2/pr439_10.gt,438,20.0,86400.0,PTVRP,4033077.0,197,10,0.0023,,,,,,,,,,,
Instances/Instances 2/pr439_10.gt,438,20.0,86400.0,PTVRP_CONT,4033077.0,197,10,0.0047,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_10.gt,438,20.0,86400.0,PTVRP_CONT_FIX,4033077.0,197,10,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 2/pr439_10.gt,438,20.0,86400.0,PTVRP_LAYERED,4033077.0,198,10,0.0025,564,26,10,4833,11.0342,,,,,,0.0
Instances/Instances 2/pr439_10.gt,438,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,4033077.0,198,10,0.0041,564,31,10,6865,15.6735,,0,0,1419,0,0.0
Instances/Instances 2/pr76_01.gt,75,20.0,86400.0,PTVRP,1305457.0,44,5,0.0016,,,,,,,,,,,
Instances/Instances 2/pr76_01.gt,75,20.0,86400.0,PTVRP_CONT,1305457.0,44,5,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_01.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1305457.0,44,5,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_01.gt,75,20.0,86400.0,PTVRP_LAYERED,1305457.0,44,5,0.0017,102,9,6,384,5.12,,,,,,0.0
Instances/Instances 2/pr76_01.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1305457.0,44,5,0.0018,102,11,6,516,6.88,,0,0,87,0,0.0
Instances/Instances 2/pr76_02.gt,75,20.0,86400.0,PTVRP,1266198.0,47,5,0.0018,,,,,,,,,,,
Instances/Instances 2/pr76_02.gt,75,20.0,86400.0,PTVRP_CONT,1266198.0,47,5,0.0027,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_02.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1266198.0,47,5,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_02.gt,75,20.0,86400.0,PTVRP_LAYERED,1266198.0,47,5,0.0026,93,9,5,372,4.96,,,,,,0.0
Instances/Instances 2/pr76_02.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1266198.0,47,5,0.0018,93,10,5,503,6.70667,,0,0,96,0,0.0
Instances/Instances 2/pr76_03.gt,75,20.0,86400.0,PTVRP,1374740.0,45,5,0.0016,,,,,,,,,,,
Instances/Instances 2/pr76_03.gt,75,20.0,86400.0,PTVRP_CONT,1374740.0,45,5,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_03.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1374740.0,45,5,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_03.gt,75,20.0,86400.0,PTVRP_LAYERED,1374740.0,45,5,0.0018,107,9,5,399,5.32,,,,,,0.0
Instances/Instances 2/pr76_03.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1374740.0,45,5,0.0018,107,11,5,532,7.09333,,0,0,84,0,0.0
Instances/Instances 2/pr76_04.gt,75,20.0,86400.0,PTVRP,1102781.0,44,4,0.0017,,,,,,,,,,,
Instances/Instances 2/pr76_04.gt,75,20.0,86400.0,PTVRP_CONT,1102781.0,44,4,0.0026,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_04.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1102781.0,44,4,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_04.gt,75,20.0,86400.0,PTVRP_LAYERED,1102781.0,44,4,0.0017,86,9,4,370,4.93333,,,,,,0.0
Instances/Instances 2/pr76_04.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1102781.0,44,4,0.0017,86,9,4,469,6.25333,,0,0,81,0,0.0
Instances/Instances 2/pr76_05.gt,75,20.0,86400.0,PTVRP,1321112.0,45,5,0.0016,,,,,,,,,,,
Instances/Instances 2/pr76_05.gt,75,20.0,86400.0,PTVRP_CONT,1321112.0,45,5,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_05.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1321112.0,45,5,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_05.gt,75,20.0,86400.0,PTVRP_LAYERED,1321112.0,45,5,0.0017,105,10,5,396,5.28,,,,,,0.0
Instances/Instances 2/pr76_05.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1321112.0,45,5,0.0024,105,11,5,531,7.08,,0,0,91,0,0.0
Instances/Instances 2/pr76_06.gt,75,20.0,86400.0,PTVRP,1185484.0,44,5,0.0025,,,,,,,,,,,
Instances/Instances 2/pr76_06.gt,75,20.0,86400.0,PTVRP_CONT,1185484.0,44,5,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_06.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1185484.0,44,5,0.0016,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_06.gt,75,20.0,86400.0,PTVRP_LAYERED,1185484.0,44,5,0.0016,90,9,5,382,5.09333,,,,,,0.0
Instances/Instances 2/pr76_06.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1185484.0,44,5,0.0016,90,10,5,498,6.64,,0,0,86,0,0.0
Instances/Instances 2/pr76_07.gt,75,20.0,86400.0,PTVRP,1299235.0,46,6,0.0016,,,,,,,,,,,
Instances/Instances 2/pr76_07.gt,75,20.0,86400.0,PTVRP_CONT,1299235.0,46,6,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_07.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1299235.0,46,6,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_07.gt,75,20.0,86400.0,PTVRP_LAYERED,1299235.0,46,6,0.0018,103,10,6,391,5.21333,,,,,,0.0
Instances/Instances 2/pr76_07.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1299235.0,46,6,0.0017,103,11,6,531,7.08,,0,0,93,0,0.0
Instances/Instances 2/pr76_08.gt,75,20.0,86400.0,PTVRP,1267144.0,44,5,0.0017,,,,,,,,,,,
Instances/Instances 2/pr76_08.gt,75,20.0,86400.0,PTVRP_CONT,1267144.0,44,5,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_08.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1267144.0,44,5,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_08.gt,75,20.0,86400.0,PTVRP_LAYERED,1267144.0,44,5,0.0017,98,9,5,383,5.10667,,,,,,0.0
Instances/Instances 2/pr76_08.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1267144.0,44,5,0.0018,98,10,5,509,6.78667,,0,0,80,0,0.0
Instances/Instances 2/pr76_09.gt,75,20.0,86400.0,PTVRP,1302172.0,50,4,0.0017,,,,,,,,,,,
Instances/Instances 2/pr76_09.gt,75,20.0,86400.0,PTVRP_CONT,1302172.0,50,4,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_09.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1302172.0,50,4,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_09.gt,75,20.0,86400.0,PTVRP_LAYERED,1302172.0,50,4,0.0018,97,9,5,384,5.12,,,,,,0.0
Instances/Instances 2/pr76_09.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1302172.0,50,4,0.0017,97,9,5,514,6.85333,,0,0,85,0,0.0
Instances/Instances 2/pr76_10.gt,75,20.0,86400.0,PTVRP,1264889.0,49,5,0.0017,,,,,,,,,,,
Instances/Instances 2/pr76_10.gt,75,20.0,86400.0,PTVRP_CONT,1264889.0,49,5,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_10.gt,75,20.0,86400.0,PTVRP_CONT_FIX,1264889.0,49,5,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 2/pr76_10.gt,75,20.0,86400.0,PTVRP_LAYERED,1264889.0,49,5,0.0017,93,8,5,368,4.90667,,,,,,0.0
Instances/Instances 2/pr76_10.gt,75,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,1264889.0,49,5,0.0019,93,10,5,501,6.68,,0,0,97,0,0.0
Instances/Instances 2/qa194_01.gt,193,20.0,86400.0,PTVRP,208610.0,97,12,0.0019,,,,,,,,,,,
Instances/Instances 2/qa194_01.gt,193,20.0,86400.0,PTVRP_CONT,208610.0,97,12,0.0038,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_01.gt,193,20.0,86400.0,PTVRP_CONT_FIX,208610.0,97,12,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_01.gt,193,20.0,86400.0,PTVRP_LAYERED,208610.0,98,12,0.002,254,62,12,7554,39.1399,,,,,,0.0
Instances/Instances 2/qa194_01.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,208610.0,98,12,0.0028,254,64,12,8256,42.7772,,0,0,456,0,0.0
Instances/Instances 2/qa194_02.gt,193,20.0,86400.0,PTVRP,206184.0,97,8,0.0021,,,,,,,,,,,
Instances/Instances 2/qa194_02.gt,193,20.0,86400.0,PTVRP_CONT,206184.0,97,8,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_02.gt,193,20.0,86400.0,PTVRP_CONT_FIX,206184.0,97,8,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_02.gt,193,20.0,86400.0,PTVRP_LAYERED,206184.0,97,8,0.0021,251,51,8,7354,38.1036,,,,,,0.0
Instances/Instances 2/qa194_02.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,206184.0,97,8,0.0023,251,52,8,8030,41.6062,,0,0,447,0,0.0
Instances/Instances 2/qa194_03.gt,193,20.0,86400.0,PTVRP,194807.0,96,11,0.0019,,,,,,,,,,,
Instances/Instances 2/qa194_03.gt,193,20.0,86400.0,PTVRP_CONT,194807.0,96,11,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_03.gt,193,20.0,86400.0,PTVRP_CONT_FIX,194807.0,96,11,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_03.gt,193,20.0,86400.0,PTVRP_LAYERED,194807.0,96,11,0.0021,242,58,11,7265,37.6425,,,,,,0.0
Instances/Instances 2/qa194_03.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,194807.0,96,11,0.003,242,59,11,7942,41.1503,,0,0,429,0,0.0
Instances/Instances 2/qa194_04.gt,193,20.0,86400.0,PTVRP,205333.0,99,8,0.0022,,,,,,,,,,,
Instances/Instances 2/qa194_04.gt,193,20.0,86400.0,PTVRP_CONT,205333.0,99,8,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_04.gt,193,20.0,86400.0,PTVRP_CONT_FIX,205333.0,99,8,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_04.gt,193,20.0,86400.0,PTVRP_LAYERED,205333.0,99,8,0.0022,248,62,10,7519,38.9585,,,,,,0.0
Instances/Instances 2/qa194_04.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,205333.0,99,8,0.0022,248,64,10,8168,42.3212,,0,0,442,0,0.0
Instances/Instances 2/qa194_05.gt,193,20.0,86400.0,PTVRP,213739.0,95,9,0.0019,,,,,,,,,,,
Instances/Instances 2/qa194_05.gt,193,20.0,86400.0,PTVRP_CONT,213739.0,95,9,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_05.gt,193,20.0,86400.0,PTVRP_CONT_FIX,213739.0,95,9,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_05.gt,193,20.0,86400.0,PTVRP_LAYERED,213739.0,95,9,0.0022,266,69,12,7653,39.6528,,,,,,0.0
Instances/Instances 2/qa194_05.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,213739.0,95,9,0.0025,266,69,12,8409,43.5699,,0,0,453,0,0.0
Instances/Instances 2/qa194_06.gt,193,20.0,86400.0,PTVRP,205617.0,98,7,0.0019,,,,,,,,,,,
Instances/Instances 2/qa194_06.gt,193,20.0,86400.0,PTVRP_CONT,205617.0,98,7,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_06.gt,193,20.0,86400.0,PTVRP_CONT_FIX,205617.0,98,7,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_06.gt,193,20.0,86400.0,PTVRP_LAYERED,205617.0,98,7,0.0022,256,62,10,7596,39.3575,,,,,,0.0
Instances/Instances 2/qa194_06.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,205617.0,98,7,0.0022,256,64,10,8295,42.9793,,0,0,479,0,0.0
Instances/Instances 2/qa194_07.gt,193,20.0,86400.0,PTVRP,212746.0,96,11,0.0019,,,,,,,,,,,
Instances/Instances 2/qa194_07.gt,193,20.0,86400.0,PTVRP_CONT,212746.0,96,11,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_07.gt,193,20.0,86400.0,PTVRP_CONT_FIX,212746.0,96,11,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_07.gt,193,20.0,86400.0,PTVRP_LAYERED,212746.0,96,11,0.0025,264,61,12,7674,39.7617,,,,,,0.0
Instances/Instances 2/qa194_07.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,212746.0,96,11,0.0025,264,64,12,8406,43.5544,,0,0,470,0,0.0
Instances/Instances 2/qa194_08.gt,193,20.0,86400.0,PTVRP,204376.0,95,8,0.0018,,,,,,,,,,,
Instances/Instances 2/qa194_08.gt,193,20.0,86400.0,PTVRP_CONT,204376.0,95,8,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_08.gt,193,20.0,86400.0,PTVRP_CONT_FIX,204376.0,95,8,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_08.gt,193,20.0,86400.0,PTVRP_LAYERED,204376.0,95,8,0.0022,251,58,10,7385,38.2642,,,,,,0.0
Instances/Instances 2/qa194_08.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,204376.0,95,8,0.0023,251,59,10,8093,41.9326,,0,0,457,0,0.0
Instances/Instances 2/qa194_09.gt,193,20.0,86400.0,PTVRP,197279.0,87,7,0.002,,,,,,,,,,,
Instances/Instances 2/qa194_09.gt,193,20.0,86400.0,PTVRP_CONT,197279.0,87,7,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_09.gt,193,20.0,86400.0,PTVRP_CONT_FIX,197279.0,87,7,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_09.gt,193,20.0,86400.0,PTVRP_LAYERED,197279.0,87,7,0.002,236,53,8,7247,37.5492,,,,,,0.0
Instances/Instances 2/qa194_09.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,197279.0,87,7,0.0022,236,55,8,7908,40.9741,,0,0,441,0,0.0
Instances/Instances 2/qa194_10.gt,193,20.0,86400.0,PTVRP,200774.0,97,8,0.0019,,,,,,,,,,,
Instances/Instances 2/qa194_10.gt,193,20.0,86400.0,PTVRP_CONT,200774.0,97,8,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_10.gt,193,20.0,86400.0,PTVRP_CONT_FIX,200774.0,97,8,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/qa194_10.gt,193,20.0,86400.0,PTVRP_LAYERED,200774.0,97,8,0.0021,241,58,8,7313,37.8912,,,,,,0.0
Instances/Instances 2/qa194_10.gt,193,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,200774.0,97,8,0.0022,241,59,8,7950,41.1917,,0,0,438,0,0.0
Instances/Instances 2/rat195_01.gt,194,20.0,86400.0,PTVRP,51522.0,105,8,0.0022,,,,,,,,,,,
Instances/Instances 2/rat195_01.gt,194,20.0,86400.0,PTVRP_CONT,51522.0,105,8,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_01.gt,194,20.0,86400.0,PTVRP_CONT_FIX,51522.0,105,8,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_01.gt,194,20.0,86400.0,PTVRP_LAYERED,51522.0,105,8,0.0026,261,93,8,14350,73.9691,,,,,,0.0
Instances/Instances 2/rat195_01.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,51522.0,105,8,0.0028,261,97,8,14907,76.8402,,0,0,349,0,0.0
Instances/Instances 2/rat195_02.gt,194,20.0,86400.0,PTVRP,49336.0,104,6,0.002,,,,,,,,,,,
Instances/Instances 2/rat195_02.gt,194,20.0,86400.0,PTVRP_CONT,49336.0,104,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_02.gt,194,20.0,86400.0,PTVRP_CONT_FIX,49336.0,104,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_02.gt,194,20.0,86400.0,PTVRP_LAYERED,49336.0,104,6,0.0023,246,96,6,13831,71.2938,,,,,,0.0
Instances/Instances 2/rat195_02.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,49336.0,104,6,0.0024,246,99,6,14334,73.8866,,0,0,326,0,0.0
Instances/Instances 2/rat195_03.gt,194,20.0,86400.0,PTVRP,49859.0,105,6,0.002,,,,,,,,,,,
Instances/Instances 2/rat195_03.gt,194,20.0,86400.0,PTVRP_CONT,49859.0,105,6,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_03.gt,194,20.0,86400.0,PTVRP_CONT_FIX,49859.0,105,6,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_03.gt,194,20.0,86400.0,PTVRP_LAYERED,49859.0,105,6,0.0022,252,93,7,14376,74.1031,,,,,,0.0
Instances/Instances 2/rat195_03.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,49859.0,105,6,0.0024,252,96,7,14904,76.8247,,0,0,340,0,0.0
Instances/Instances 2/rat195_04.gt,194,20.0,86400.0,PTVRP,46427.0,93,6,0.0018,,,,,,,,,,,
Instances/Instances 2/rat195_04.gt,194,20.0,86400.0,PTVRP_CONT,46427.0,93,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_04.gt,194,20.0,86400.0,PTVRP_CONT_FIX,46427.0,93,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_04.gt,194,20.0,86400.0,PTVRP_LAYERED,46427.0,93,6,0.0024,240,92,7,13928,71.7938,,,,,,0.0
Instances/Instances 2/rat195_04.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,46427.0,93,6,0.0024,240,94,7,14465,74.5619,,0,0,336,0,0.0
Instances/Instances 2/rat195_05.gt,194,20.0,86400.0,PTVRP,49234.0,97,6,0.0019,,,,,,,,,,,
Instances/Instances 2/rat195_05.gt,194,20.0,86400.0,PTVRP_CONT,49234.0,97,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_05.gt,194,20.0,86400.0,PTVRP_CONT_FIX,49234.0,97,6,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_05.gt,194,20.0,86400.0,PTVRP_LAYERED,49234.0,99,6,0.0023,247,93,7,14175,73.067,,,,,,0.0
Instances/Instances 2/rat195_05.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,49234.0,99,6,0.0024,247,97,7,14703,75.7887,,0,0,343,0,0.0
Instances/Instances 2/rat195_06.gt,194,20.0,86400.0,PTVRP,48974.0,102,6,0.0019,,,,,,,,,,,
Instances/Instances 2/rat195_06.gt,194,20.0,86400.0,PTVRP_CONT,48974.0,102,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_06.gt,194,20.0,86400.0,PTVRP_CONT_FIX,48974.0,102,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_06.gt,194,20.0,86400.0,PTVRP_LAYERED,48974.0,102,6,0.0024,245,92,7,13783,71.0464,,,,,,0.0
Instances/Instances 2/rat195_06.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,48974.0,102,6,0.0023,245,98,7,14296,73.6907,,0,0,350,0,0.0
Instances/Instances 2/rat195_07.gt,194,20.0,86400.0,PTVRP,46434.0,100,6,0.0019,,,,,,,,,,,
Instances/Instances 2/rat195_07.gt,194,20.0,86400.0,PTVRP_CONT,46434.0,100,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_07.gt,194,20.0,86400.0,PTVRP_CONT_FIX,46434.0,100,6,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_07.gt,194,20.0,86400.0,PTVRP_LAYERED,46434.0,100,6,0.0023,232,90,8,13714,70.6907,,,,,,0.0
Instances/Instances 2/rat195_07.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,46434.0,100,6,0.0024,232,92,8,14203,73.2113,,0,0,324,0,0.0
Instances/Instances 2/rat195_08.gt,194,20.0,86400.0,PTVRP,46647.0,101,6,0.002,,,,,,,,,,,
Instances/Instances 2/rat195_08.gt,194,20.0,86400.0,PTVRP_CONT,46647.0,101,6,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_08.gt,194,20.0,86400.0,PTVRP_CONT_FIX,46647.0,101,6,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_08.gt,194,20.0,86400.0,PTVRP_LAYERED,46647.0,101,6,0.0023,241,92,6,13714,70.6907,,,,,,0.0
Instances/Instances 2/rat195_08.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,46647.0,101,6,0.0025,241,96,6,14208,73.2371,,0,0,324,0,0.0
Instances/Instances 2/rat195_09.gt,194,20.0,86400.0,PTVRP,48678.0,106,7,0.0019,,,,,,,,,,,
Instances/Instances 2/rat195_09.gt,194,20.0,86400.0,PTVRP_CONT,48678.0,106,7,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_09.gt,194,20.0,86400.0,PTVRP_CONT_FIX,48678.0,106,7,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_09.gt,194,20.0,86400.0,PTVRP_LAYERED,48678.0,108,7,0.0023,246,93,7,13714,70.6907,,,,,,0.0
Instances/Instances 2/rat195_09.gt,194,20.0,86400.0,PTVRP_LAYERED_CONT_FIX,48678.0,108,7,0.0024,246,100,7,14224,73.3196,,0,0,337,0,0.0
Instances/Instances 2/rat195_10.gt,194,20.0,86400.0,PTVRP,51300.0,101,7,0.002,,,,,,,,,,,
Instances/Instances 2/rat195_10.gt,194,20.0,86400.0,PTVRP_CONT,51300.0,101,7,0.002,,,,,,0,,0,,,0.0
Instances/Instances 2/rat195_10.gt,194,20.0,86400.0,PTVRP_CONT_FIX,51300.0,101,7,0.0019,,,,,,0,,0,,,0.0
