instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,gap_vs_first
Instances/Instances 1/qa194_03.gt,193,500.0,86400.0,PTVRP,15625.0,11,1,0.0018,,,,,,,,,,,
Instances/Instances 1/qa194_03.gt,193,500.0,86400.0,PTVRP_CONT,15625.0,11,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_03.gt,193,500.0,86400.0,PTVRP_CONT_FIX,15625.0,11,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_03.gt,193,500.0,86400.0,PTVRP_LAYERED,15625.0,11,1,0.0021,10,10,1,1039,5.38342,,,,,,0.0
Instances/Instances 1/qa194_03.gt,193,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,15625.0,11,1,0.0018,10,10,1,1040,5.3886,,0,0,1,0,0.0
Instances/Instances 1/qa194_04.gt,193,1000.0,86400.0,PTVRP,12944.0,6,1,0.0018,,,,,,,,,,,
Instances/Instances 1/qa194_04.gt,193,1000.0,86400.0,PTVRP_CONT,12944.0,6,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_04.gt,193,1000.0,86400.0,PTVRP_CONT_FIX,12944.0,6,1,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_04.gt,193,1000.0,86400.0,PTVRP_LAYERED,12944.0,6,1,0.0016,5,5,1,568,2.94301,,,,,,0.0
Instances/Instances 1/qa194_04.gt,193,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,12944.0,6,1,0.0017,5,5,1,568,2.94301,,0,0,0,0,0.0
Instances/Instances 1/qa194_05.gt,193,2000.0,86400.0,PTVRP,11131.0,3,1,0.0018,,,,,,,,,,,
Instances/Instances 1/qa194_05.gt,193,2000.0,86400.0,PTVRP_CONT,11131.0,3,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_05.gt,193,2000.0,86400.0,PTVRP_CONT_FIX,11131.0,3,1,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_05.gt,193,2000.0,86400.0,PTVRP_LAYERED,11131.0,3,1,0.0018,3,3,1,371,1.92228,,,,,,0.0
Instances/Instances 1/qa194_05.gt,193,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,11131.0,3,1,0.0017,3,3,1,371,1.92228,,0,0,0,0,0.0
Instances/Instances 1/qa194_06.gt,193,5000.0,86400.0,PTVRP,10519.0,2,1,0.0017,,,,,,,,,,,
Instances/Instances 1/qa194_06.gt,193,5000.0,86400.0,PTVRP_CONT,10519.0,2,1,0.002,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_06.gt,193,5000.0,86400.0,PTVRP_CONT_FIX,10519.0,2,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_06.gt,193,5000.0,86400.0,PTVRP_LAYERED,10519.0,2,1,0.0018,2,2,1,201,1.04145,,,,,,0.0
Instances/Instances 1/qa194_06.gt,193,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,10519.0,2,1,0.0017,2,2,1,201,1.04145,,0,0,0,0,0.0
Instances/Instances 1/qa194_07.gt,193,10000.0,86400.0,PTVRP,10469.0,1,1,0.0019,,,,,,,,,,,
Instances/Instances 1/qa194_07.gt,193,10000.0,86400.0,PTVRP_CONT,10469.0,1,1,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_07.gt,193,10000.0,86400.0,PTVRP_CONT_FIX,10469.0,1,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_07.gt,193,10000.0,86400.0,PTVRP_LAYERED,10469.0,1,1,0.0022,1,1,1,193,1.0,,,,,,0.0
Instances/Instances 1/qa194_07.gt,193,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,10469.0,1,1,0.0021,1,1,1,193,1.0,,0,0,0,0,0.0
Instances/Instances 1/qa194_08.gt,193,20000.0,86400.0,PTVRP,10469.0,1,1,0.0023,,,,,,,,,,,
Instances/Instances 1/qa194_08.gt,193,20000.0,86400.0,PTVRP_CONT,10469.0,1,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_08.gt,193,20000.0,86400.0,PTVRP_CONT_FIX,10469.0,1,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_08.gt,193,20000.0,86400.0,PTVRP_LAYERED,10469.0,1,1,0.0022,1,1,1,193,1.0,,,,,,0.0
Instances/Instances 1/qa194_08.gt,193,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,10469.0,1,1,0.0016,1,1,1,193,1.0,,0,0,0,0,0.0
Instances/Instances 1/qa194_09.gt,193,50000.0,86400.0,PTVRP,10469.0,1,1,0.0018,,,,,,,,,,,
Instances/Instances 1/qa194_09.gt,193,50000.0,86400.0,PTVRP_CONT,10469.0,1,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_09.gt,193,50000.0,86400.0,PTVRP_CONT_FIX,10469.0,1,1,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_09.gt,193,50000.0,86400.0,PTVRP_LAYERED,10469.0,1,1,0.0017,1,1,1,193,1.0,,,,,,0.0
Instances/Instances 1/qa194_09.gt,193,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,10469.0,1,1,0.0018,1,1,1,193,1.0,,0,0,0,0,0.0
Instances/Instances 1/qa194_10.gt,193,100000.0,86400.0,PTVRP,10469.0,1,1,0.0017,,,,,,,,,,,
Instances/Instances 1/qa194_10.gt,193,100000.0,86400.0,PTVRP_CONT,10469.0,1,1,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_10.gt,193,100000.0,86400.0,PTVRP_CONT_FIX,10469.0,1,1,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/qa194_10.gt,193,100000.0,86400.0,PTVRP_LAYERED,10469.0,1,1,0.0017,1,1,1,193,1.0,,,,,,0.0
Instances/Instances 1/qa194_10.gt,193,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,10469.0,1,1,0.0017,1,1,1,193,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat195_01.gt,194,100.0,86400.0,PTVRP,11847.0,54,2,0.0019,,,,,,,,,,,
Instances/Instances 1/rat195_01.gt,194,100.0,86400.0,PTVRP_CONT,11847.0,54,2,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_01.gt,194,100.0,86400.0,PTVRP_CONT_FIX,11847.0,54,2,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_01.gt,194,100.0,86400.0,PTVRP_LAYERED,11847.0,54,2,0.002,53,42,3,4919,25.3557,,,,,,0.0
Instances/Instances 1/rat195_01.gt,194,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,11847.0,54,2,0.002,53,44,3,4949,25.5103,,0,0,32,0,0.0
Instances/Instances 1/rat195_02.gt,194,200.0,86400.0,PTVRP,6561.0,28,1,0.002,,,,,,,,,,,
Instances/Instances 1/rat195_02.gt,194,200.0,86400.0,PTVRP_CONT,6561.0,28,1,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_02.gt,194,200.0,86400.0,PTVRP_CONT_FIX,6561.0,28,1,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_02.gt,194,200.0,86400.0,PTVRP_LAYERED,6561.0,28,1,0.0021,25,25,2,2448,12.6186,,,,,,0.0
Instances/Instances 1/rat195_02.gt,194,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,6561.0,28,1,0.0018,25,25,2,2448,12.6186,,0,0,0,0,0.0
Instances/Instances 1/rat195_03.gt,194,500.0,86400.0,PTVRP,3777.0,11,1,0.0017,,,,,,,,,,,
Instances/Instances 1/rat195_03.gt,194,500.0,86400.0,PTVRP_CONT,3777.0,11,1,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_03.gt,194,500.0,86400.0,PTVRP_CONT_FIX,3777.0,11,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_03.gt,194,500.0,86400.0,PTVRP_LAYERED,3777.0,11,1,0.002,11,11,1,1109,5.71649,,,,,,0.0
Instances/Instances 1/rat195_03.gt,194,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,3777.0,11,1,0.0017,11,11,1,1109,5.71649,,0,0,0,0,0.0
Instances/Instances 1/rat195_04.gt,194,1000.0,86400.0,PTVRP,2972.0,6,1,0.0017,,,,,,,,,,,
Instances/Instances 1/rat195_04.gt,194,1000.0,86400.0,PTVRP_CONT,2972.0,6,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_04.gt,194,1000.0,86400.0,PTVRP_CONT_FIX,2972.0,6,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_04.gt,194,1000.0,86400.0,PTVRP_LAYERED,2972.0,6,1,0.0017,5,5,1,583,3.00515,,,,,,0.0
Instances/Instances 1/rat195_04.gt,194,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2972.0,6,1,0.0017,5,5,1,583,3.00515,,0,0,0,0,0.0
Instances/Instances 1/rat195_05.gt,194,2000.0,86400.0,PTVRP,2663.0,3,1,0.0017,,,,,,,,,,,
Instances/Instances 1/rat195_05.gt,194,2000.0,86400.0,PTVRP_CONT,2663.0,3,1,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_05.gt,194,2000.0,86400.0,PTVRP_CONT_FIX,2663.0,3,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_05.gt,194,2000.0,86400.0,PTVRP_LAYERED,2663.0,3,1,0.0016,3,3,1,353,1.81959,,,,,,0.0
Instances/Instances 1/rat195_05.gt,194,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2663.0,3,1,0.0016,3,3,1,353,1.81959,,0,0,0,0,0.0
Instances/Instances 1/rat195_06.gt,194,5000.0,86400.0,PTVRP,2581.0,1,1,0.0017,,,,,,,,,,,
Instances/Instances 1/rat195_06.gt,194,5000.0,86400.0,PTVRP_CONT,2581.0,1,1,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_06.gt,194,5000.0,86400.0,PTVRP_CONT_FIX,2581.0,1,1,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_06.gt,194,5000.0,86400.0,PTVRP_LAYERED,2581.0,1,1,0.0019,1,1,1,194,1.0,,,,,,0.0
Instances/Instances 1/rat195_06.gt,194,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2581.0,1,1,0.0018,1,1,1,194,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat195_07.gt,194,10000.0,86400.0,PTVRP,2581.0,1,1,0.0019,,,,,,,,,,,
Instances/Instances 1/rat195_07.gt,194,10000.0,86400.0,PTVRP_CONT,2581.0,1,1,0.0019,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_07.gt,194,10000.0,86400.0,PTVRP_CONT_FIX,2581.0,1,1,0.002,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_07.gt,194,10000.0,86400.0,PTVRP_LAYERED,2581.0,1,1,0.0015,1,1,1,194,1.0,,,,,,0.0
Instances/Instances 1/rat195_07.gt,194,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2581.0,1,1,0.0016,1,1,1,194,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat195_08.gt,194,20000.0,86400.0,PTVRP,2581.0,1,1,0.0017,,,,,,,,,,,
Instances/Instances 1/rat195_08.gt,194,20000.0,86400.0,PTVRP_CONT,2581.0,1,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_08.gt,194,20000.0,86400.0,PTVRP_CONT_FIX,2581.0,1,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_08.gt,194,20000.0,86400.0,PTVRP_LAYERED,2581.0,1,1,0.0016,1,1,1,194,1.0,,,,,,0.0
Instances/Instances 1/rat195_08.gt,194,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2581.0,1,1,0.0017,1,1,1,194,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat195_09.gt,194,50000.0,86400.0,PTVRP,2581.0,1,1,0.0017,,,,,,,,,,,
Instances/Instances 1/rat195_09.gt,194,50000.0,86400.0,PTVRP_CONT,2581.0,1,1,0.0018,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_09.gt,194,50000.0,86400.0,PTVRP_CONT_FIX,2581.0,1,1,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_09.gt,194,50000.0,86400.0,PTVRP_LAYERED,2581.0,1,1,0.0015,1,1,1,194,1.0,,,,,,0.0
Instances/Instances 1/rat195_09.gt,194,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2581.0,1,1,0.0016,1,1,1,194,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat195_10.gt,194,100000.0,86400.0,PTVRP,2581.0,1,1,0.0023,,,,,,,,,,,
Instances/Instances 1/rat195_10.gt,194,100000.0,86400.0,PTVRP_CONT,2581.0,1,1,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_10.gt,194,100000.0,86400.0,PTVRP_CONT_FIX,2581.0,1,1,0.0017,,,,,,0,,0,,,0.0
Instances/Instances 1/rat195_10.gt,194,100000.0,86400.0,PTVRP_LAYERED,2581.0,1,1,0.0017,1,1,1,194,1.0,,,,,,0.0
Instances/Instances 1/rat195_10.gt,194,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2581.0,1,1,0.0016,1,1,1,194,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat575_01.gt,574,100.0,86400.0,PTVRP,54101.0,140,2,0.003,,,,,,,,,,,
Instances/Instances 1/rat575_01.gt,574,100.0,86400.0,PTVRP_CONT,54101.0,140,2,0.0033,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_01.gt,574,100.0,86400.0,PTVRP_CONT_FIX,54101.0,140,2,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_01.gt,574,100.0,86400.0,PTVRP_LAYERED,54101.0,140,2,0.0033,150,43,3,20344,35.4425,,,,,,0.0
Instances/Instances 1/rat575_01.gt,574,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,54101.0,140,2,0.0035,150,44,3,20931,36.4652,,0,0,749,0,0.0
Instances/Instances 1/rat575_02.gt,574,200.0,86400.0,PTVRP,28335.0,79,2,0.0033,,,,,,,,,,,
Instances/Instances 1/rat575_02.gt,574,200.0,86400.0,PTVRP_CONT,28335.0,79,2,0.0037,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_02.gt,574,200.0,86400.0,PTVRP_CONT_FIX,28335.0,79,2,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_02.gt,574,200.0,86400.0,PTVRP_LAYERED,28335.0,79,2,0.0026,73,30,2,13341,23.2422,,,,,,0.0
Instances/Instances 1/rat575_02.gt,574,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,28335.0,79,2,0.0026,73,31,2,13569,23.6394,,0,0,276,0,0.0
Instances/Instances 1/rat575_03.gt,574,500.0,86400.0,PTVRP,14521.0,30,1,0.0028,,,,,,,,,,,
Instances/Instances 1/rat575_03.gt,574,500.0,86400.0,PTVRP_CONT,14521.0,30,1,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_03.gt,574,500.0,86400.0,PTVRP_CONT_FIX,14521.0,30,1,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_03.gt,574,500.0,86400.0,PTVRP_LAYERED,14521.0,30,1,0.0022,29,19,1,7394,12.8815,,,,,,0.0
Instances/Instances 1/rat575_03.gt,574,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,14521.0,30,1,0.0023,29,19,1,7489,13.047,,0,0,108,0,0.0
Instances/Instances 1/rat575_04.gt,574,1000.0,86400.0,PTVRP,10607.0,16,1,0.0029,,,,,,,,,,,
Instances/Instances 1/rat575_04.gt,574,1000.0,86400.0,PTVRP_CONT,10607.0,16,1,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_04.gt,574,1000.0,86400.0,PTVRP_CONT_FIX,10607.0,16,1,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_04.gt,574,1000.0,86400.0,PTVRP_LAYERED,10607.0,16,1,0.002,15,13,1,4399,7.66376,,,,,,0.0
Instances/Instances 1/rat575_04.gt,574,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,10607.0,16,1,0.002,15,14,1,4401,7.66725,,0,0,2,0,0.0
Instances/Instances 1/rat575_05.gt,574,2000.0,86400.0,PTVRP,8580.0,8,1,0.003,,,,,,,,,,,
Instances/Instances 1/rat575_05.gt,574,2000.0,86400.0,PTVRP_CONT,8580.0,8,1,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_05.gt,574,2000.0,86400.0,PTVRP_CONT_FIX,8580.0,8,1,0.003,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_05.gt,574,2000.0,86400.0,PTVRP_LAYERED,8580.0,8,1,0.0019,8,8,1,2412,4.20209,,,,,,0.0
Instances/Instances 1/rat575_05.gt,574,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,8580.0,8,1,0.0018,8,8,1,2412,4.20209,,0,0,0,0,0.0
Instances/Instances 1/rat575_06.gt,574,5000.0,86400.0,PTVRP,7591.0,3,1,0.0029,,,,,,,,,,,
Instances/Instances 1/rat575_06.gt,574,5000.0,86400.0,PTVRP_CONT,7591.0,3,1,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_06.gt,574,5000.0,86400.0,PTVRP_CONT_FIX,7591.0,3,1,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_06.gt,574,5000.0,86400.0,PTVRP_LAYERED,7591.0,3,1,0.0018,3,3,1,1114,1.94077,,,,,,0.0
Instances/Instances 1/rat575_06.gt,574,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7591.0,3,1,0.0019,3,3,1,1114,1.94077,,0,0,0,0,0.0
Instances/Instances 1/rat575_07.gt,574,10000.0,86400.0,PTVRP,7378.0,3,1,0.0028,,,,,,,,,,,
Instances/Instances 1/rat575_07.gt,574,10000.0,86400.0,PTVRP_CONT,7378.0,3,1,0.0028,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_07.gt,574,10000.0,86400.0,PTVRP_CONT_FIX,7378.0,3,1,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_07.gt,574,10000.0,86400.0,PTVRP_LAYERED,7378.0,3,1,0.0019,2,2,1,761,1.32578,,,,,,0.0
Instances/Instances 1/rat575_07.gt,574,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7378.0,3,1,0.0022,2,2,1,761,1.32578,,0,0,0,0,0.0
Instances/Instances 1/rat575_08.gt,574,20000.0,86400.0,PTVRP,7265.0,1,1,0.0027,,,,,,,,,,,
Instances/Instances 1/rat575_08.gt,574,20000.0,86400.0,PTVRP_CONT,7265.0,1,1,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_08.gt,574,20000.0,86400.0,PTVRP_CONT_FIX,7265.0,1,1,0.0028,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_08.gt,574,20000.0,86400.0,PTVRP_LAYERED,7265.0,1,1,0.0018,1,1,1,574,1.0,,,,,,0.0
Instances/Instances 1/rat575_08.gt,574,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7265.0,1,1,0.0018,1,1,1,574,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat575_09.gt,574,50000.0,86400.0,PTVRP,7265.0,1,1,0.0027,,,,,,,,,,,
Instances/Instances 1/rat575_09.gt,574,50000.0,86400.0,PTVRP_CONT,7265.0,1,1,0.0028,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_09.gt,574,50000.0,86400.0,PTVRP_CONT_FIX,7265.0,1,1,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_09.gt,574,50000.0,86400.0,PTVRP_LAYERED,7265.0,1,1,0.0018,1,1,1,574,1.0,,,,,,0.0
Instances/Instances 1/rat575_09.gt,574,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7265.0,1,1,0.0017,1,1,1,574,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat575_10.gt,574,100000.0,86400.0,PTVRP,7265.0,1,1,0.0028,,,,,,,,,,,
Instances/Instances 1/rat575_10.gt,574,100000.0,86400.0,PTVRP_CONT,7265.0,1,1,0.0027,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_10.gt,574,100000.0,86400.0,PTVRP_CONT_FIX,7265.0,1,1,0.0028,,,,,,0,,0,,,0.0
Instances/Instances 1/rat575_10.gt,574,100000.0,86400.0,PTVRP_LAYERED,7265.0,1,1,0.0018,1,1,1,574,1.0,,,,,,0.0
Instances/Instances 1/rat575_10.gt,574,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,7265.0,1,1,0.0019,1,1,1,574,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat783_01.gt,782,100.0,86400.0,PTVRP,81721.0,177,3,0.0034,,,,,,,,,,,
Instances/Instances 1/rat783_01.gt,782,100.0,86400.0,PTVRP_CONT,81721.0,177,3,0.0047,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_01.gt,782,100.0,86400.0,PTVRP_CONT_FIX,81721.0,177,3,0.0038,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_01.gt,782,100.0,86400.0,PTVRP_LAYERED,81721.0,177,3,0.0036,201,44,4,28803,36.8325,,,,,,0.0
Instances/Instances 1/rat783_01.gt,782,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,81721.0,177,3,0.0038,201,45,4,29980,38.3376,,0,0,1524,0,0.0
Instances/Instances 1/rat783_02.gt,782,200.0,86400.0,PTVRP,42440.0,105,2,0.0033,,,,,,,,,,,
Instances/Instances 1/rat783_02.gt,782,200.0,86400.0,PTVRP_CONT,42440.0,105,2,0.0042,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_02.gt,782,200.0,86400.0,PTVRP_CONT_FIX,42440.0,105,2,0.0035,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_02.gt,782,200.0,86400.0,PTVRP_LAYERED,42440.0,105,2,0.0029,98,30,2,19534,24.9795,,,,,,0.0
Instances/Instances 1/rat783_02.gt,782,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,42440.0,105,2,0.0031,98,31,2,20102,25.7059,,0,0,708,0,0.0
Instances/Instances 1/rat783_03.gt,782,500.0,86400.0,PTVRP,22025.0,43,1,0.0035,,,,,,,,,,,
Instances/Instances 1/rat783_03.gt,782,500.0,86400.0,PTVRP_CONT,22025.0,43,1,0.0039,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_03.gt,782,500.0,86400.0,PTVRP_CONT_FIX,22025.0,43,1,0.0037,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_03.gt,782,500.0,86400.0,PTVRP_LAYERED,22025.0,44,1,0.0023,41,19,1,11553,14.7737,,,,,,0.0
Instances/Instances 1/rat783_03.gt,782,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,22025.0,44,1,0.0025,41,20,1,11887,15.2008,,0,0,392,0,0.0
Instances/Instances 1/rat783_04.gt,782,1000.0,86400.0,PTVRP,15097.0,23,1,0.0038,,,,,,,,,,,
Instances/Instances 1/rat783_04.gt,782,1000.0,86400.0,PTVRP_CONT,15097.0,23,1,0.0043,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_04.gt,782,1000.0,86400.0,PTVRP_CONT_FIX,15097.0,23,1,0.004,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_04.gt,782,1000.0,86400.0,PTVRP_LAYERED,15097.0,23,1,0.0022,20,14,1,7027,8.98593,,,,,,0.0
Instances/Instances 1/rat783_04.gt,782,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,15097.0,23,1,0.0022,20,14,1,7203,9.211,,0,0,230,0,0.0
Instances/Instances 1/rat783_05.gt,782,2000.0,86400.0,PTVRP,11598.0,11,1,0.0036,,,,,,,,,,,
Instances/Instances 1/rat783_05.gt,782,2000.0,86400.0,PTVRP_CONT,11598.0,11,1,0.0038,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_05.gt,782,2000.0,86400.0,PTVRP_CONT_FIX,11598.0,11,1,0.0044,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_05.gt,782,2000.0,86400.0,PTVRP_LAYERED,11598.0,12,1,0.0023,11,10,1,4319,5.52302,,,,,,0.0
Instances/Instances 1/rat783_05.gt,782,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,11598.0,12,1,0.0023,11,10,1,4319,5.52302,,0,0,0,0,0.0
Instances/Instances 1/rat783_06.gt,782,5000.0,86400.0,PTVRP,9892.0,5,1,0.0038,,,,,,,,,,,
Instances/Instances 1/rat783_06.gt,782,5000.0,86400.0,PTVRP_CONT,9892.0,5,1,0.0038,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_06.gt,782,5000.0,86400.0,PTVRP_CONT_FIX,9892.0,5,1,0.004,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_06.gt,782,5000.0,86400.0,PTVRP_LAYERED,9892.0,5,1,0.0019,4,4,1,1909,2.44118,,,,,,0.0
Instances/Instances 1/rat783_06.gt,782,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,9892.0,5,1,0.002,4,4,1,1909,2.44118,,0,0,0,0,0.0
Instances/Instances 1/rat783_07.gt,782,10000.0,86400.0,PTVRP,9552.0,3,1,0.0036,,,,,,,,,,,
Instances/Instances 1/rat783_07.gt,782,10000.0,86400.0,PTVRP_CONT,9552.0,3,1,0.0038,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_07.gt,782,10000.0,86400.0,PTVRP_CONT_FIX,9552.0,3,1,0.0038,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_07.gt,782,10000.0,86400.0,PTVRP_LAYERED,9552.0,3,1,0.0019,2,2,1,1178,1.50639,,,,,,0.0
Instances/Instances 1/rat783_07.gt,782,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,9552.0,3,1,0.0019,2,2,1,1178,1.50639,,0,0,0,0,0.0
Instances/Instances 1/rat783_08.gt,782,20000.0,86400.0,PTVRP,9389.0,1,1,0.0036,,,,,,,,,,,
Instances/Instances 1/rat783_08.gt,782,20000.0,86400.0,PTVRP_CONT,9389.0,1,1,0.0037,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_08.gt,782,20000.0,86400.0,PTVRP_CONT_FIX,9389.0,1,1,0.004,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_08.gt,782,20000.0,86400.0,PTVRP_LAYERED,9389.0,2,1,0.0018,1,1,1,782,1.0,,,,,,0.0
Instances/Instances 1/rat783_08.gt,782,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,9389.0,2,1,0.0019,1,1,1,782,1.0,,0,0,0,0,0.0
Instances/Instances 1/rat783_09.gt,782,50000.0,86400.0,PTVRP,9389.0,1,1,0.0036,,,,,,,,,,,
Instances/Instances 1/rat783_09.gt,782,50000.0,86400.0,PTVRP_CONT,9389.0,1,1,0.0036,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_09.gt,782,50000.0,86400.0,PTVRP_CONT_FIX,9389.0,1,1,0.0039,,,,,,0,,0,,,0.0
Instances/Instances 1/rat783_09.gt,782,50000.0,86400.0,PTVRP_LAYERED,9389.0,2,1,0.0018,1,1,1,782,1.0,,,,,,0.0
